Distance (µm),Al Ox%,
0,6.13051,
1.47541881603857,6.098229,
2.95083763207713,6.15454,
4.4262564481157,6.18273,
5.90167526415426,6.146782,
7.37709408019283,6.077732,
8.8525128962314,6.127706,
10.32793171227,6.042768,
11.8033505283085,6.10163,
13.2787693443471,6.115065,
14.7541881603857,6.088237,
16.2296069764242,6.140703,
17.7050257924628,6.134518,
19.1804446085013,6.16399,
20.6558634245399,6.072391,
22.1312822405785,6.136491,
23.6067010566171,6.137917,
25.0821198726556,6.153303,
26.5575386886942,6.098802,
28.0329575047327,6.180534,
29.5083763207713,6.138685,
30.9837951368099,6.163883,
32.4592139528484,6.206775,
33.934632768887,6.504103,
35.4100515849256,6.997184,
36.8854704009641,4.57941,
38.3608892170027,6.522506,
39.8363080330413,6.280261,
41.3117268490798,6.203715,
42.7871456651184,6.095726,
44.262564481157,6.156105,
45.7379832971955,6.097114,
47.2134021132341,6.179332,
48.6888209292727,6.129218,
50.1642397453112,6.103076,
51.6396585613498,6.137684,
53.1150773773884,6.079522,
54.5904961934269,6.113303,
56.0659150094655,6.193251,
57.5413338255041,6.974056,
59.0167526415426,8.548776,
60.4921714575812,8.362816,
61.9675902736197,8.142183,
63.4430090896583,6.733089,
64.9184279056969,12.31,
66.3938467217355,13.63139,
67.869265537774,5.4373,
69.3446843538126,0.305456,
70.8201031698511,0.030769,
72.2955219858897,0.199297,
73.7709408019283,0.66781,
75.2463596179669,2.459965,
76.7217784340054,5.777102,
78.197197250044,9.509514,
79.6726160660825,7.12103,
81.1480348821211,9.175782,
82.6234536981597,13.58033,
84.0988725141982,13.60455,
85.5742913302368,2.530672,
87.0497101462754,0.148166,
88.5251289623139,0.564457,
90.0005477783525,7.644495,
91.4759665943911,6.244447,
92.9513854104296,1.404932,
94.4268042264682,2.244838,
95.9022230425067,5.005139,
97.3776418585453,0.713979,
98.8530606745839,3.636741,
100.328479490622,9.203016,
101.803898306661,2.750308,
103.2793171227,2.365214,
104.754735938738,1.214236,
106.230154754777,0.953717,
107.705573570815,0.150785,
109.180992386854,0.01863,
110.656411202892,0.020334,
112.131830018931,0.424343,
113.60724883497,8.68698,
115.082667651008,11.66562,
116.558086467047,4.375756,
118.033505283085,14.94911,
119.508924099124,26.63781,
120.984342915162,57.93522,
122.459761731201,55.42794,
123.935180547239,60.46001,
125.410599363278,49.38042,
126.886018179317,22.05009,
128.361436995355,14.96719,
129.836855811394,12.24275,
131.312274627432,13.69597,
132.787693443471,14.98508,
134.263112259509,13.87162,
135.738531075548,12.20662,
137.213949891587,12.16183,
138.689368707625,4.528262,
140.164787523664,1.928546,
141.640206339702,2.416137,
143.115625155741,11.53074,
144.591043971779,14.72728,
146.066462787818,2.529059,
147.541881603857,0.359688,
149.017300419895,0.09917,
150.492719235934,0.102169,
151.968138051972,0.084349,
153.443556868011,0.375445,
154.918975684049,1.617566,
156.394394500088,10.26671,
157.869813316127,15.31505,
159.345232132165,17.67101,
160.820650948204,18.28399,
162.296069764242,18.30118,
163.771488580281,17.78839,
165.246907396319,13.4297,
166.722326212358,8.58811,
168.197745028396,8.010576,
169.673163844435,7.979896,
171.148582660474,7.989806,
172.624001476512,7.962239,
174.099420292551,7.94849,
175.574839108589,7.988853,
177.050257924628,8.048196,
178.525676740666,7.969206,
180.001095556705,7.985799,
181.476514372744,8.030432,
182.951933188782,7.95478,
184.427352004821,7.999088,
185.902770820859,8.010633,
187.378189636898,8.074364,
188.853608452936,7.995968,
190.329027268975,8.047506,
191.804446085013,8.056945,
193.279864901052,8.002398,
194.755283717091,7.962425,
196.230702533129,8.000793,
197.706121349168,8.077763,
199.181540165206,8.040242,
200.656958981245,7.960256,
202.132377797283,7.931209,
203.607796613322,7.947816,
205.083215429361,7.966136,
206.558634245399,8.046813,
208.034053061438,7.967819,
209.509471877476,7.926678,
210.984890693515,7.974787,
212.460309509553,8.011063,
213.935728325592,8.00823,
215.411147141631,7.970579,
216.886565957669,8.039272,
218.361984773708,7.846367,
219.837403589746,7.982303,
