Distance (µm),Mn Ox%,
0,0.207993,
1.47541881603857,0.25312,
2.95083763207713,0.237366,
4.4262564481157,0.215922,
5.90167526415426,0.224424,
7.37709408019283,0.2025,
8.8525128962314,0.19642,
10.32793171227,0.233143,
11.8033505283085,0.200116,
13.2787693443471,0.231054,
14.7541881603857,0.227055,
16.2296069764242,0.217572,
17.7050257924628,0.220489,
19.1804446085013,0.213111,
20.6558634245399,0.239672,
22.1312822405785,0.259734,
23.6067010566171,0.229192,
25.0821198726556,0.209069,
26.5575386886942,0.229792,
28.0329575047327,0.235633,
29.5083763207713,0.241244,
30.9837951368099,0.227745,
32.4592139528484,0.244672,
33.934632768887,0.224928,
35.4100515849256,0.241219,
36.8854704009641,0.201968,
38.3608892170027,0.205934,
39.8363080330413,0.204577,
41.3117268490798,0.220734,
42.7871456651184,0.23036,
44.262564481157,0.231655,
45.7379832971955,0.249553,
47.2134021132341,0.251475,
48.6888209292727,0.208621,
50.1642397453112,0.207277,
51.6396585613498,0.23897,
53.1150773773884,0.207689,
54.5904961934269,0.251704,
56.0659150094655,0.172036,
57.5413338255041,0.234708,
59.0167526415426,0.189324,
60.4921714575812,0.188545,
61.9675902736197,0.187995,
63.4430090896583,0.197318,
64.9184279056969,0.094922,
66.3938467217355,0.058683,
67.869265537774,0.251633,
69.3446843538126,0.341408,
70.8201031698511,0.327154,
72.2955219858897,0.284742,
73.7709408019283,0.33432,
75.2463596179669,0.276229,
76.7217784340054,0.222577,
78.197197250044,0.14664,
79.6726160660825,0.168335,
81.1480348821211,0.114743,
82.6234536981597,0.055301,
84.0988725141982,0.058957,
85.5742913302368,0.28717,
87.0497101462754,0.310604,
88.5251289623139,0.335852,
90.0005477783525,0.215064,
91.4759665943911,0.212334,
92.9513854104296,0.296144,
94.4268042264682,0.273786,
95.9022230425067,0.218945,
97.3776418585453,0.327669,
98.8530606745839,0.293067,
100.328479490622,0.190876,
101.803898306661,0.343439,
103.2793171227,0.208854,
104.754735938738,0.181222,
106.230154754777,0.316483,
107.705573570815,0.33631,
109.180992386854,0.340116,
110.656411202892,0.324611,
112.131830018931,0.359176,
113.60724883497,0.196233,
115.082667651008,0.093588,
116.558086467047,0.291052,
118.033505283085,0.127908,
119.508924099124,0.076058,
120.984342915162,-0.005062,
122.459761731201,0.020907,
123.935180547239,0.026394,
125.410599363278,0.028528,
126.886018179317,0.039024,
128.361436995355,0.030933,
129.836855811394,0.092829,
131.312274627432,0.053878,
132.787693443471,0.0635,
134.263112259509,0.063401,
135.738531075548,0.110638,
137.213949891587,0.089605,
138.689368707625,0.163006,
140.164787523664,0.192638,
141.640206339702,0.224416,
143.115625155741,0.220573,
144.591043971779,0.180532,
146.066462787818,0.323517,
147.541881603857,0.337881,
149.017300419895,0.35161,
150.492719235934,0.346251,
151.968138051972,0.334209,
153.443556868011,0.335151,
154.918975684049,0.31483,
156.394394500088,0.176598,
157.869813316127,0.070772,
159.345232132165,0.02796,
160.820650948204,0.019441,
162.296069764242,0.028556,
163.771488580281,0.018216,
165.246907396319,0.081094,
166.722326212358,0.127308,
168.197745028396,0.142525,
169.673163844435,0.145449,
171.148582660474,0.160643,
172.624001476512,0.151,
174.099420292551,0.13582,
175.574839108589,0.172477,
177.050257924628,0.165896,
178.525676740666,0.171566,
180.001095556705,0.130475,
181.476514372744,0.141515,
182.951933188782,0.146589,
184.427352004821,0.123206,
185.902770820859,0.160869,
187.378189636898,0.164359,
188.853608452936,0.140835,
190.329027268975,0.174894,
191.804446085013,0.189384,
193.279864901052,0.13467,
194.755283717091,0.168294,
196.230702533129,0.171006,
197.706121349168,0.149105,
199.181540165206,0.149618,
200.656958981245,0.135945,
202.132377797283,0.151916,
203.607796613322,0.157433,
205.083215429361,0.160986,
206.558634245399,0.164794,
208.034053061438,0.125985,
209.509471877476,0.161964,
210.984890693515,0.126957,
212.460309509553,0.137907,
213.935728325592,0.136466,
215.411147141631,0.127468,
216.886565957669,0.178302,
218.361984773708,0.151188,
219.837403589746,0.136107,
