Distance (µm),Si Ox%,
0,51.53829,
1.47541881603857,51.5485,
2.95083763207713,51.53953,
4.4262564481157,51.70031,
5.90167526415426,51.60849,
7.37709408019283,51.44557,
8.8525128962314,51.54741,
10.32793171227,51.66959,
11.8033505283085,51.51668,
13.2787693443471,51.57548,
14.7541881603857,51.41518,
16.2296069764242,51.49296,
17.7050257924628,51.40535,
19.1804446085013,51.61039,
20.6558634245399,51.43214,
22.1312822405785,51.50084,
23.6067010566171,51.55384,
25.0821198726556,51.51597,
26.5575386886942,51.55468,
28.0329575047327,51.63626,
29.5083763207713,51.64488,
30.9837951368099,51.68808,
32.4592139528484,51.88461,
33.934632768887,52.32196,
35.4100515849256,50.99032,
36.8854704009641,28.65045,
38.3608892170027,52.40485,
39.8363080330413,52.01936,
41.3117268490798,51.71071,
42.7871456651184,51.62296,
44.262564481157,51.35255,
45.7379832971955,51.36027,
47.2134021132341,51.56955,
48.6888209292727,51.5003,
50.1642397453112,51.42965,
51.6396585613498,51.60572,
53.1150773773884,51.5521,
54.5904961934269,51.58603,
56.0659150094655,51.50689,
57.5413338255041,52.57481,
59.0167526415426,53.13075,
60.4921714575812,54.27044,
61.9675902736197,52.87107,
63.4430090896583,52.54963,
64.9184279056969,57.49723,
66.3938467217355,58.23886,
67.869265537774,48.00638,
69.3446843538126,39.3876,
70.8201031698511,39.08679,
72.2955219858897,39.59389,
73.7709408019283,40.91298,
75.2463596179669,44.16427,
76.7217784340054,48.91879,
78.197197250044,52.0026,
79.6726160660825,55.55017,
81.1480348821211,57.61353,
82.6234536981597,59.24178,
84.0988725141982,58.02447,
85.5742913302368,43.35611,
87.0497101462754,39.57707,
88.5251289623139,40.34206,
90.0005477783525,49.72122,
91.4759665943911,48.26818,
92.9513854104296,41.04681,
94.4268042264682,42.29247,
95.9022230425067,43.97123,
97.3776418585453,40.29852,
98.8530606745839,45.15877,
100.328479490622,50.57501,
101.803898306661,44.79266,
103.2793171227,48.93464,
104.754735938738,52.9762,
106.230154754777,46.59222,
107.705573570815,39.54482,
109.180992386854,38.58619,
110.656411202892,38.51126,
112.131830018931,38.97639,
113.60724883497,46.88242,
115.082667651008,50.63189,
116.558086467047,44.50916,
118.033505283085,54.29378,
119.508924099124,51.15729,
120.984342915162,16.71795,
122.459761731201,8.891833,
123.935180547239,13.50013,
125.410599363278,27.74284,
126.886018179317,57.68364,
128.361436995355,60.37989,
129.836855811394,59.81849,
131.312274627432,59.98296,
132.787693443471,59.26164,
134.263112259509,55.64594,
135.738531075548,52.61462,
137.213949891587,52.35988,
138.689368707625,53.61089,
140.164787523664,50.6657,
141.640206339702,46.93052,
143.115625155741,36.90091,
144.591043971779,32.35142,
146.066462787818,43.78995,
147.541881603857,41.09802,
149.017300419895,39.34009,
150.492719235934,38.76234,
151.968138051972,38.54156,
153.443556868011,39.00667,
154.918975684049,38.61707,
156.394394500088,46.87471,
157.869813316127,55.46597,
159.345232132165,60.39906,
160.820650948204,61.41375,
162.296069764242,61.61307,
163.771488580281,60.72701,
165.246907396319,55.4916,
166.722326212358,49.68684,
168.197745028396,48.64213,
169.673163844435,48.66553,
171.148582660474,48.86365,
172.624001476512,48.81937,
174.099420292551,48.89368,
175.574839108589,48.92728,
177.050257924628,48.94938,
178.525676740666,48.97408,
180.001095556705,48.791,
181.476514372744,48.90289,
182.951933188782,48.96731,
184.427352004821,48.90266,
185.902770820859,48.85054,
187.378189636898,49.08956,
188.853608452936,49.0089,
190.329027268975,48.90726,
191.804446085013,49.08442,
193.279864901052,48.93166,
194.755283717091,48.93081,
196.230702533129,48.87959,
197.706121349168,49.01824,
199.181540165206,48.82183,
200.656958981245,48.93413,
202.132377797283,48.96807,
203.607796613322,48.88298,
205.083215429361,48.79195,
206.558634245399,48.92105,
208.034053061438,48.97853,
209.509471877476,48.49277,
210.984890693515,48.71498,
212.460309509553,49.00632,
213.935728325592,48.9313,
215.411147141631,48.96455,
216.886565957669,49.11502,
218.361984773708,48.77728,
219.837403589746,48.86466,
