Distance (µm),Na Ox%,
0,0.058162,
1.47541881603857,0.049162,
2.95083763207713,0.04097,
4.4262564481157,0.019604,
5.90167526415426,0.049202,
7.37709408019283,0.059945,
8.8525128962314,0.036317,
10.32793171227,0.035628,
11.8033505283085,0.058265,
13.2787693443471,0.032813,
14.7541881603857,0.052673,
16.2296069764242,0.065153,
17.7050257924628,0.054835,
19.1804446085013,0.090064,
20.6558634245399,0.056657,
22.1312822405785,0.076383,
23.6067010566171,0.0534,
25.0821198726556,0.057135,
26.5575386886942,0.077343,
28.0329575047327,0.051969,
29.5083763207713,0.101352,
30.9837951368099,0.082126,
32.4592139528484,0.042351,
33.934632768887,0.058976,
35.4100515849256,0.041092,
36.8854704009641,0.059371,
38.3608892170027,0.073754,
39.8363080330413,0.042601,
41.3117268490798,0.07536,
42.7871456651184,0.021904,
44.262564481157,0.04266,
45.7379832971955,0.075616,
47.2134021132341,0.009837,
48.6888209292727,0.035456,
50.1642397453112,0.042242,
51.6396585613498,0.085801,
53.1150773773884,0.075896,
54.5904961934269,0.055694,
56.0659150094655,0.083334,
57.5413338255041,0.599298,
59.0167526415426,1.921462,
60.4921714575812,1.435687,
61.9675902736197,1.443189,
63.4430090896583,0.460619,
64.9184279056969,3.473771,
66.3938467217355,4.579117,
67.869265537774,1.74154,
69.3446843538126,0.105611,
70.8201031698511,0.017169,
72.2955219858897,0.094845,
73.7709408019283,0.28686,
75.2463596179669,0.926401,
76.7217784340054,2.083328,
78.197197250044,3.193202,
79.6726160660825,2.583565,
81.1480348821211,3.296376,
82.6234536981597,4.599513,
84.0988725141982,4.408253,
85.5742913302368,0.769941,
87.0497101462754,0.026478,
88.5251289623139,0.271483,
90.0005477783525,2.932466,
91.4759665943911,2.100983,
92.9513854104296,0.418611,
94.4268042264682,0.853657,
95.9022230425067,1.682801,
97.3776418585453,0.334942,
98.8530606745839,1.537654,
100.328479490622,2.977164,
101.803898306661,0.975967,
103.2793171227,0.81256,
104.754735938738,0.504718,
106.230154754777,0.303892,
107.705573570815,0.017009,
109.180992386854,0.040697,
110.656411202892,0.031665,
112.131830018931,0.229563,
113.60724883497,3.05835,
115.082667651008,4.097306,
116.558086467047,1.588429,
118.033505283085,4.819366,
119.508924099124,4.377851,
120.984342915162,0.856085,
122.459761731201,0.352294,
123.935180547239,0.596036,
125.410599363278,1.686114,
126.886018179317,5.427925,
128.361436995355,5.207865,
129.836855811394,4.699064,
131.312274627432,5.133862,
132.787693443471,5.372725,
134.263112259509,4.88531,
135.738531075548,4.156541,
137.213949891587,4.054204,
138.689368707625,1.941405,
140.164787523664,0.939652,
141.640206339702,0.594493,
143.115625155741,0.377139,
144.591043971779,0.263921,
146.066462787818,0.47897,
147.541881603857,0.178825,
149.017300419895,0.036722,
150.492719235934,0.055366,
151.968138051972,0.007011,
153.443556868011,0.097408,
154.918975684049,0.612803,
156.394394500088,3.673529,
157.869813316127,5.800906,
159.345232132165,6.428742,
160.820650948204,6.423733,
162.296069764242,6.235985,
163.771488580281,5.774162,
165.246907396319,3.424582,
166.722326212358,1.101029,
168.197745028396,0.810175,
169.673163844435,0.826036,
171.148582660474,0.803595,
172.624001476512,0.821726,
174.099420292551,0.837658,
175.574839108589,0.803153,
177.050257924628,0.839798,
178.525676740666,0.851146,
180.001095556705,0.819451,
181.476514372744,0.815467,
182.951933188782,0.828852,
184.427352004821,0.784506,
185.902770820859,0.821785,
187.378189636898,0.847468,
188.853608452936,0.845045,
190.329027268975,0.823417,
191.804446085013,0.822898,
193.279864901052,0.836688,
194.755283717091,0.852182,
196.230702533129,0.871595,
197.706121349168,0.78753,
199.181540165206,0.824689,
200.656958981245,0.814965,
202.132377797283,0.814225,
203.607796613322,0.837447,
205.083215429361,0.811311,
206.558634245399,0.842085,
208.034053061438,0.800412,
209.509471877476,0.841492,
210.984890693515,0.837329,
212.460309509553,0.856837,
213.935728325592,0.872618,
215.411147141631,0.865772,
216.886565957669,0.836266,
218.361984773708,0.827603,
219.837403589746,0.822534,
