Distance (µm),Cr Ox%,
0,0.028886,
1.47541881603857,0.076728,
2.95083763207713,0.066749,
4.4262564481157,0.043712,
5.90167526415426,0.074406,
7.37709408019283,0.090263,
8.8525128962314,0.059608,
10.32793171227,0.040384,
11.8033505283085,0.028923,
13.2787693443471,0.055274,
14.7541881603857,0.045694,
16.2296069764242,0.04035,
17.7050257924628,0.060841,
19.1804446085013,0.050492,
20.6558634245399,0.034476,
22.1312822405785,0.054877,
23.6067010566171,0.041965,
25.0821198726556,0.044771,
26.5575386886942,0.058067,
28.0329575047327,0.046732,
29.5083763207713,0.067106,
30.9837951368099,0.071186,
32.4592139528484,0.043653,
33.934632768887,0.045079,
35.4100515849256,0.04565,
36.8854704009641,0.044561,
38.3608892170027,0.07784,
39.8363080330413,0.067381,
41.3117268490798,0.053255,
42.7871456651184,0.042217,
44.262564481157,0.041574,
45.7379832971955,0.094785,
47.2134021132341,0.039468,
48.6888209292727,0.021087,
50.1642397453112,0.072862,
51.6396585613498,0.06882,
53.1150773773884,0.06348,
54.5904961934269,0.032623,
56.0659150094655,0.085582,
57.5413338255041,0.035573,
59.0167526415426,0.023196,
60.4921714575812,0.052416,
61.9675902736197,0.068317,
63.4430090896583,0.071522,
64.9184279056969,0.015076,
66.3938467217355,-0.016714,
67.869265537774,0.024468,
69.3446843538126,-0.00529,
70.8201031698511,0.024033,
72.2955219858897,0.049165,
73.7709408019283,0.048556,
75.2463596179669,0.037253,
76.7217784340054,0.071013,
78.197197250044,0.021193,
79.6726160660825,0.044216,
81.1480348821211,0.092076,
82.6234536981597,0.02837,
84.0988725141982,0.031363,
85.5742913302368,0.012814,
87.0497101462754,0.009308,
88.5251289623139,0.027292,
90.0005477783525,-0.004911,
91.4759665943911,0.002228,
92.9513854104296,0.043683,
94.4268042264682,0.010818,
95.9022230425067,0.004668,
97.3776418585453,0.0342,
98.8530606745839,-0.004246,
100.328479490622,-0.012723,
101.803898306661,0.035549,
103.2793171227,0.151134,
104.754735938738,0.171137,
106.230154754777,0.146554,
107.705573570815,-0.002761,
109.180992386854,0.016225,
110.656411202892,0.030672,
112.131830018931,0.007684,
113.60724883497,0.049846,
115.082667651008,-0.020649,
116.558086467047,0.026217,
118.033505283085,-0.004366,
119.508924099124,0.007133,
120.984342915162,-0.000273,
122.459761731201,0.017592,
123.935180547239,-0.031808,
125.410599363278,0.017934,
126.886018179317,0.007756,
128.361436995355,0.081104,
129.836855811394,0.112747,
131.312274627432,0.126731,
132.787693443471,0.052733,
134.263112259509,0.005544,
135.738531075548,0.049809,
137.213949891587,0.019881,
138.689368707625,0.303154,
140.164787523664,0.210922,
141.640206339702,0.152113,
143.115625155741,0.089292,
144.591043971779,0.08996,
146.066462787818,0.097538,
147.541881603857,0.055159,
149.017300419895,0.023612,
150.492719235934,0.01996,
151.968138051972,0.015808,
153.443556868011,0.040879,
154.918975684049,0.016127,
156.394394500088,0.001144,
157.869813316127,-0.002168,
159.345232132165,0.033506,
160.820650948204,-0.008709,
162.296069764242,-0.00144,
163.771488580281,-0.006002,
165.246907396319,0.065827,
166.722326212358,0.032404,
168.197745028396,0.013469,
169.673163844435,0.019469,
171.148582660474,0.032431,
172.624001476512,0.025191,
174.099420292551,0.003474,
175.574839108589,0.079295,
177.050257924628,0.084563,
178.525676740666,0.04043,
180.001095556705,0.026921,
181.476514372744,0.045181,
182.951933188782,0.035329,
184.427352004821,0.03429,
185.902770820859,0.033659,
187.378189636898,0.065521,
188.853608452936,0.000044,
190.329027268975,0.017148,
191.804446085013,0.005852,
193.279864901052,0.053052,
194.755283717091,0.072155,
196.230702533129,0.035244,
197.706121349168,0.012102,
199.181540165206,0.036294,
200.656958981245,0.04007,
202.132377797283,0.072678,
203.607796613322,0.032467,
205.083215429361,0.036175,
206.558634245399,0.029381,
208.034053061438,0.023862,
209.509471877476,-0.004223,
210.984890693515,0.051903,
212.460309509553,0.030511,
213.935728325592,0.071238,
215.411147141631,0.025127,
216.886565957669,0.048639,
218.361984773708,0.054127,
219.837403589746,0.030664,
