Distance (µm),Si Ox%,
0,50.40931,
0.410250997383436,50.47119,
0.820501994766882,50.40926,
1.23075299215032,50.29417,
1.64100398953375,50.32976,
2.0512549869172,50.2383,
2.46150598430064,50.44042,
2.87175698168408,50.41874,
3.28200797906752,50.43108,
3.69225897645096,50.43892,
4.10250997383439,50.37063,
4.51276097121784,50.47801,
4.92301196860127,50.22456,
5.33326296598471,50.3015,
5.74351396336816,50.49878,
6.1537649607516,50.28964,
6.56401595813503,50.44125,
6.97426695551848,50.35332,
7.38451795290191,50.43708,
7.79476895028535,50.30082,
8.2050199476688,50.28284,
8.61527094505223,50.25324,
9.02552194243567,50.27882,
9.4357729398191,50.35496,
9.84602393720255,50.31662,
10.256274934586,50.44758,
10.6665259319694,50.3796,
11.0767769293529,50.3582,
11.4870279267363,50.36759,
11.8972789241197,50.46146,
12.3075299215032,50.38159,
12.7177809188866,50.51621,
13.1280319162701,50.35929,
13.5382829136535,50.36819,
13.9485339110369,50.45618,
14.3587849084204,50.35574,
14.7690359058038,50.26223,
15.1792869031873,50.38618,
15.5895379005707,50.38647,
15.9997888979541,50.14992,
16.4100398953376,50.37586,
16.820290892721,50.25787,
17.2305418901045,50.3267,
17.6407928874879,50.40971,
18.0510438848713,50.39445,
18.4612948822548,50.31164,
18.8715458796382,50.36771,
19.2817968770217,50.25854,
19.6920478744051,50.26593,
20.1022988717885,50.30578,
20.512549869172,50.33205,
20.9228008665554,50.38769,
21.3330518639389,50.35878,
21.7433028613223,50.29771,
22.1535538587057,50.3495,
22.5638048560892,50.28298,
22.9740558534726,50.32837,
23.3843068508561,50.24688,
23.7945578482395,50.40813,
24.2048088456229,50.55164,
24.6150598430064,50.24038,
25.0253108403898,50.28901,
25.4355618377732,50.28825,
25.8458128351567,50.26029,
26.2560638325401,50.03931,
26.6663148299236,50.22103,
27.076565827307,50.54163,
27.4868168246905,50.30172,
27.8970678220739,50.43991,
28.3073188194573,50.34926,
28.7175698168408,50.47487,
29.1278208142242,50.21535,
29.5380718116077,50.26527,
29.9483228089911,50.2771,
30.3585738063745,50.24227,
30.768824803758,50.35542,
31.1790758011414,50.3534,
31.5893267985248,50.35626,
31.9995777959083,50.16004,
32.4098287932917,50.27424,
32.8200797906752,50.26759,
33.2303307880586,50.31251,
33.640581785442,50.39169,
34.0508327828255,50.34398,
34.4610837802089,50.3872,
34.8713347775924,50.27377,
35.2815857749758,50.36009,
35.6918367723593,50.34507,
36.1020877697427,50.24209,
36.5123387671261,50.41638,
36.9225897645096,50.113,
37.332840761893,50.30568,
37.7430917592764,50.1911,
38.1533427566599,50.11345,
38.5635937540433,50.22356,
38.9738447514268,50.11499,
39.3840957488102,50.18793,
39.7943467461936,50.28848,
40.2045977435771,50.19357,
40.6148487409605,50.35965,
41.025099738344,50.36467,
41.4353507357274,50.45832,
41.8456017331108,50.47082,
42.2558527304943,50.41099,
42.6661037278777,50.27577,
43.0763547252611,50.29855,
43.4866057226446,50.42126,
43.896856720028,50.31631,
44.3071077174115,50.0948,
44.7173587147949,50.34793,
45.1276097121784,50.21806,
45.5378607095618,50.31644,
45.9481117069452,50.15736,
46.3583627043287,50.21698,
46.7686137017121,50.02431,
47.1788646990956,50.28374,
47.589115696479,50.36458,
47.9993666938624,50.13089,
48.4096176912459,50.13048,
48.8198686886293,50.2468,
49.2301196860127,50.3373,
49.6403706833962,50.19363,
50.0506216807796,50.03035,
50.4608726781631,50.15182,
50.8711236755465,50.08675,
51.2813746729299,50.28847,
51.6916256703134,50.09745,
52.1018766676968,50.19537,
52.5121276650803,50.1966,
52.9223786624637,50.36731,
53.3326296598471,50.29321,
53.7428806572306,50.35072,
54.153131654614,50.39228,
54.5633826519975,50.35218,
54.9736336493809,50.48785,
55.3838846467643,50.34948,
55.7941356441478,50.51539,
56.2043866415312,50.40222,
56.6146376389147,50.41808,
57.0248886362981,50.47173,
57.4351396336815,50.53503,
57.845390631065,50.36194,
58.2556416284484,50.45729,
58.6658926258319,50.18793,
59.0761436232153,50.32846,
59.4863946205987,50.24391,
59.8966456179822,50.29388,
60.3068966153656,50.40671,
60.7171476127491,50.49652,
61.1273986101325,50.47139,
