Distance (µm),Ti Ox%,
0,0.172309,
1.49926184640665,0.182381,
2.99852369281331,0.203987,
4.49778553921996,0.187026,
5.99704738562663,0.218033,
7.49630923203328,0.161131,
8.99557107843994,0.153719,
10.4948329248466,0.209325,
11.9940947712533,0.1553,
13.4933566176599,0.193126,
14.9926184640666,0.180955,
16.4918803104732,0.145805,
17.9911421568799,0.203557,
19.4904040032865,0.176168,
20.9896658496932,0.173393,
22.4889276960998,0.216161,
23.9881895425065,0.211075,
25.4874513889132,0.187292,
26.9867132353198,0.124646,
28.4859750817265,0.083818,
29.9852369281331,0.174735,
31.4844987745398,0.198329,
32.9837606209464,0.190328,
34.4830224673531,0.212689,
35.9822843137597,0.195358,
37.4815461601664,0.19531,
38.9808080065731,0.197361,
40.4800698529797,0.216192,
41.9793316993864,0.168908,
43.478593545793,0.188464,
44.9778553921997,0.155382,
46.4771172386063,0.188847,
47.976379085013,0.201411,
49.4756409314196,0.161615,
50.9749027778263,0.202317,
52.4741646242329,0.203451,
53.9734264706396,0.204416,
55.4726883170463,0.176868,
56.9719501634529,0.201818,
58.4712120098596,0.216689,
59.9704738562662,0.195267,
61.4697357026729,0.173888,
62.9689975490796,0.194373,
64.4682593954862,0.170101,
65.9675212418929,0.204845,
67.4667830882995,0.17663,
68.9660449347062,0.184641,
70.4653067811128,0.194011,
71.9645686275195,0.168458,
73.4638304739261,0.165826,
74.9630923203328,0.183768,
76.4623541667394,0.191906,
77.9616160131461,0.22026,
79.4608778595528,0.204507,
80.9601397059594,0.15939,
82.4594015523661,0.174306,
83.9586633987727,0.218858,
85.4579252451794,0.322968,
86.9571870915861,0.118579,
88.4564489379927,0.024093,
89.9557107843994,-0.01339,
91.454972630806,0.025138,
92.9542344772127,0.040068,
94.4534963236193,0.01589,
95.952758170026,0.020306,
97.4520200164326,0.006909,
98.9512818628393,0.052178,
100.450543709246,0.035921,
101.949805555653,0.025139,
103.449067402059,0.028713,
104.948329248466,0.025872,
106.447591094873,0.023825,
107.946852941279,-0.013083,
109.446114787686,0.032592,
110.945376634093,0.469912,
112.444638480499,0.127521,
113.943900326906,0.064979,
115.443162173313,0.140123,
116.942424019719,0.405464,
118.441685866126,0.150985,
119.940947712532,0.234657,
121.440209558939,0.323221,
122.939471405346,0.689443,
124.438733251752,0.795288,
125.937995098159,0.669765,
127.437256944566,0.615218,
128.936518790972,0.991258,
130.435780637379,0.940026,
131.935042483786,0.747785,
133.434304330192,0.761081,
134.933566176599,0.739252,
136.432828023006,0.735723,
137.932089869412,0.779781,
139.431351715819,0.749932,
140.930613562226,0.736893,
142.429875408632,0.727948,
143.929137255039,0.74605,
145.428399101446,0.750939,
146.927660947852,0.747448,
148.426922794259,0.788513,
149.926184640666,0.763296,
151.425446487072,0.768352,
152.924708333479,0.749048,
154.423970179886,0.763033,
155.923232026292,0.749003,
157.422493872699,0.766613,
158.921755719106,0.775542,
160.421017565512,0.769284,
161.920279411919,0.797833,
163.419541258325,0.785543,
164.918803104732,0.757759,
166.418064951139,0.711579,
167.917326797545,0.760481,
169.416588643952,0.723194,
170.915850490359,0.776933,
172.415112336765,0.739104,
173.914374183172,0.759519,
175.413636029579,0.779022,
176.912897875985,0.744881,
178.412159722392,0.773993,
179.911421568799,0.770781,
181.410683415205,0.735298,
182.909945261612,0.745251,
184.409207108019,0.724938,
185.908468954425,0.761941,
187.407730800832,0.740958,
188.906992647239,0.777743,
190.406254493645,0.781855,
191.905516340052,0.737973,
193.404778186459,0.743888,
194.904040032865,0.756298,
196.403301879272,0.731309,
197.902563725679,0.796676,
199.401825572085,0.752461,
200.901087418492,0.746834,
