Distance (µm),Cr Ox%,
0,0.073234,
1.49926184640665,0.08339,
2.99852369281331,0.036678,
4.49778553921996,0.046318,
5.99704738562663,0.07612,
7.49630923203328,0.068593,
8.99557107843994,0.0839,
10.4948329248466,0.039727,
11.9940947712533,0.069168,
13.4933566176599,0.093204,
14.9926184640666,0.061611,
16.4918803104732,0.077947,
17.9911421568799,0.048581,
19.4904040032865,0.070984,
20.9896658496932,0.038925,
22.4889276960998,0.07798,
23.9881895425065,0.069714,
25.4874513889132,0.075289,
26.9867132353198,0.051439,
28.4859750817265,0.020849,
29.9852369281331,0.03366,
31.4844987745398,0.039894,
32.9837606209464,0.063217,
34.4830224673531,0.045988,
35.9822843137597,0.079555,
37.4815461601664,0.068205,
38.9808080065731,0.054683,
40.4800698529797,0.059693,
41.9793316993864,0.041758,
43.478593545793,0.080288,
44.9778553921997,0.074486,
46.4771172386063,0.057104,
47.976379085013,0.071255,
49.4756409314196,0.040058,
50.9749027778263,0.080061,
52.4741646242329,0.063479,
53.9734264706396,0.04499,
55.4726883170463,0.050611,
56.9719501634529,0.070299,
58.4712120098596,0.055423,
59.9704738562662,0.033102,
61.4697357026729,0.052779,
62.9689975490796,0.076202,
64.4682593954862,0.073198,
65.9675212418929,0.042834,
67.4667830882995,0.062766,
68.9660449347062,0.045817,
70.4653067811128,0.065061,
71.9645686275195,0.080203,
73.4638304739261,0.07541,
74.9630923203328,0.04598,
76.4623541667394,0.042645,
77.9616160131461,0.086133,
79.4608778595528,0.072317,
80.9601397059594,0.084226,
82.4594015523661,0.060527,
83.9586633987727,0.071491,
85.4579252451794,0.066298,
86.9571870915861,0.019589,
88.4564489379927,0.051715,
89.9557107843994,0.023217,
91.454972630806,0.019079,
92.9542344772127,0.029981,
94.4534963236193,0.049871,
95.952758170026,0.035898,
97.4520200164326,0.033786,
98.9512818628393,-0.00871,
100.450543709246,0.05286,
101.949805555653,0.037027,
103.449067402059,0.031407,
104.948329248466,0.01939,
106.447591094873,0.016596,
107.946852941279,0.007541,
109.446114787686,0.047069,
110.945376634093,0.039311,
112.444638480499,0.048045,
113.943900326906,0.033375,
115.443162173313,0.057103,
116.942424019719,-0.021375,
118.441685866126,-0.017864,
119.940947712532,-0.016391,
121.440209558939,0.118128,
122.939471405346,0.387901,
124.438733251752,0.479871,
125.937995098159,0.588921,
127.437256944566,0.622221,
128.936518790972,0.101078,
130.435780637379,0.032878,
131.935042483786,0.021742,
133.434304330192,0.030153,
134.933566176599,0.086025,
136.432828023006,0.028804,
137.932089869412,0.000201,
139.431351715819,0.034001,
140.930613562226,0.055516,
142.429875408632,0.051138,
143.929137255039,0.011912,
145.428399101446,0.039946,
146.927660947852,0.062366,
148.426922794259,0.008436,
149.926184640666,0.05758,
151.425446487072,0.011534,
152.924708333479,0.094633,
154.423970179886,0.066136,
155.923232026292,0.055735,
157.422493872699,0.06467,
158.921755719106,0.047379,
160.421017565512,0.052526,
161.920279411919,0.071495,
163.419541258325,0.03695,
164.918803104732,0.04463,
166.418064951139,0.062393,
167.917326797545,0.073586,
169.416588643952,0.053097,
170.915850490359,0.055511,
172.415112336765,0.07731,
173.914374183172,0.056018,
175.413636029579,0.046247,
176.912897875985,0.071644,
178.412159722392,0.062683,
179.911421568799,0.041171,
181.410683415205,0.065637,
182.909945261612,0.014001,
184.409207108019,0.079494,
185.908468954425,-0.004415,
187.407730800832,0.053529,
188.906992647239,0.062056,
190.406254493645,0.071237,
191.905516340052,0.060058,
193.404778186459,0.089202,
194.904040032865,0.044938,
196.403301879272,0.086777,
197.902563725679,0.081356,
199.401825572085,0.100183,
200.901087418492,0.010241,
