Distance (µm),Ca Ox%,
0,0.954554,
1.49926184640665,0.961179,
2.99852369281331,0.951974,
4.49778553921996,0.958733,
5.99704738562663,0.962521,
7.49630923203328,0.957604,
8.99557107843994,0.987157,
10.4948329248466,0.990877,
11.9940947712533,0.965524,
13.4933566176599,0.976334,
14.9926184640666,0.95833,
16.4918803104732,0.983611,
17.9911421568799,0.986498,
19.4904040032865,0.987648,
20.9896658496932,0.964619,
22.4889276960998,1.002795,
23.9881895425065,0.957519,
25.4874513889132,0.944309,
26.9867132353198,0.743341,
28.4859750817265,0.408224,
29.9852369281331,0.873175,
31.4844987745398,0.992799,
32.9837606209464,0.970476,
34.4830224673531,0.996723,
35.9822843137597,0.932642,
37.4815461601664,0.964197,
38.9808080065731,0.959218,
40.4800698529797,0.988905,
41.9793316993864,0.977013,
43.478593545793,0.989673,
44.9778553921997,0.976383,
46.4771172386063,0.959839,
47.976379085013,0.999153,
49.4756409314196,0.945663,
50.9749027778263,0.938512,
52.4741646242329,1.002425,
53.9734264706396,0.998326,
55.4726883170463,0.986501,
56.9719501634529,0.966316,
58.4712120098596,0.97751,
59.9704738562662,0.975514,
61.4697357026729,0.970815,
62.9689975490796,0.976415,
64.4682593954862,0.98146,
65.9675212418929,0.939298,
67.4667830882995,1.014145,
68.9660449347062,1.036699,
70.4653067811128,0.996262,
71.9645686275195,0.969394,
73.4638304739261,0.959462,
74.9630923203328,0.976164,
76.4623541667394,0.965777,
77.9616160131461,0.982693,
79.4608778595528,0.969968,
80.9601397059594,1.001234,
82.4594015523661,0.970752,
83.9586633987727,0.990048,
85.4579252451794,0.686618,
86.9571870915861,0.274331,
88.4564489379927,0.200073,
89.9557107843994,0.236468,
91.454972630806,0.343516,
92.9542344772127,0.285002,
94.4534963236193,0.223816,
95.952758170026,0.221526,
97.4520200164326,0.242981,
98.9512818628393,0.239136,
100.450543709246,0.215769,
101.949805555653,0.228997,
103.449067402059,0.225816,
104.948329248466,0.248031,
106.447591094873,0.256737,
107.946852941279,0.236307,
109.446114787686,0.260439,
110.945376634093,0.64428,
112.444638480499,0.333624,
113.943900326906,0.368277,
115.443162173313,0.429553,
116.942424019719,2.062348,
118.441685866126,8.940124,
119.940947712532,8.137318,
121.440209558939,9.021264,
122.939471405346,17.00967,
124.438733251752,20.27273,
125.937995098159,20.43887,
127.437256944566,19.07965,
128.936518790972,4.721909,
130.435780637379,4.891259,
131.935042483786,18.62393,
133.434304330192,20.02299,
134.933566176599,20.00113,
136.432828023006,20.05958,
137.932089869412,20.10928,
139.431351715819,20.06438,
140.930613562226,19.98923,
142.429875408632,20.05601,
143.929137255039,20.048,
145.428399101446,20.02555,
146.927660947852,20.05047,
148.426922794259,20.10121,
149.926184640666,19.99373,
151.425446487072,20.0556,
152.924708333479,19.92262,
154.423970179886,19.72187,
155.923232026292,20.04646,
157.422493872699,20.10582,
158.921755719106,20.06625,
160.421017565512,20.07429,
161.920279411919,20.02893,
163.419541258325,20.04834,
164.918803104732,20.04943,
166.418064951139,19.98047,
167.917326797545,20.03408,
169.416588643952,19.45015,
170.915850490359,19.99829,
172.415112336765,20.07365,
173.914374183172,20.10482,
175.413636029579,20.14193,
176.912897875985,20.10403,
178.412159722392,20.10298,
179.911421568799,20.04614,
181.410683415205,20.17626,
182.909945261612,20.06188,
184.409207108019,20.14153,
185.908468954425,20.08992,
187.407730800832,20.03172,
188.906992647239,20.04305,
190.406254493645,20.05308,
191.905516340052,20.12873,
193.404778186459,20.08434,
194.904040032865,20.1312,
196.403301879272,20.07917,
197.902563725679,20.10881,
199.401825572085,20.07052,
200.901087418492,20.14805,
