Distance (µm),Mg Ox%,
0,26.54062,
1.49926184640665,26.47934,
2.99852369281331,26.49992,
4.49778553921996,26.53569,
5.99704738562663,26.59776,
7.49630923203328,26.54226,
8.99557107843994,26.58816,
10.4948329248466,26.54045,
11.9940947712533,26.41799,
13.4933566176599,26.70897,
14.9926184640666,26.5274,
16.4918803104732,26.57652,
17.9911421568799,26.54496,
19.4904040032865,26.51783,
20.9896658496932,26.50994,
22.4889276960998,26.31943,
23.9881895425065,26.49832,
25.4874513889132,26.32738,
26.9867132353198,19.25527,
28.4859750817265,4.713328,
29.9852369281331,24.80003,
31.4844987745398,26.75751,
32.9837606209464,26.42886,
34.4830224673531,26.4788,
35.9822843137597,26.53463,
37.4815461601664,26.51332,
38.9808080065731,26.61372,
40.4800698529797,26.48284,
41.9793316993864,26.52456,
43.478593545793,26.44384,
44.9778553921997,26.54305,
46.4771172386063,26.51236,
47.976379085013,26.5633,
49.4756409314196,26.50629,
50.9749027778263,26.4289,
52.4741646242329,26.19193,
53.9734264706396,26.22245,
55.4726883170463,26.31771,
56.9719501634529,26.47032,
58.4712120098596,26.52736,
59.9704738562662,26.53907,
61.4697357026729,26.46432,
62.9689975490796,26.46744,
64.4682593954862,26.54947,
65.9675212418929,26.50172,
67.4667830882995,26.53792,
68.9660449347062,26.52028,
70.4653067811128,26.58543,
71.9645686275195,26.44144,
73.4638304739261,26.42737,
74.9630923203328,26.51814,
76.4623541667394,26.53961,
77.9616160131461,26.50969,
79.4608778595528,26.50545,
80.9601397059594,26.57151,
82.4594015523661,26.49429,
83.9586633987727,25.76864,
85.4579252451794,19.66164,
86.9571870915861,36.97463,
88.4564489379927,40.05151,
89.9557107843994,39.80245,
91.454972630806,39.61232,
92.9542344772127,39.82229,
94.4534963236193,39.96103,
95.952758170026,39.7169,
97.4520200164326,39.80512,
98.9512818628393,39.66253,
100.450543709246,39.57164,
101.949805555653,39.50902,
103.449067402059,39.72572,
104.948329248466,39.74678,
106.447591094873,39.63914,
107.946852941279,39.78785,
109.446114787686,37.7401,
110.945376634093,12.42884,
112.444638480499,35.12772,
113.943900326906,38.16233,
115.443162173313,32.48975,
116.942424019719,7.797679,
118.441685866126,1.168644,
119.940947712532,0.352013,
121.440209558939,1.464485,
122.939471405346,11.99566,
124.438733251752,15.96129,
125.937995098159,16.53181,
127.437256944566,15.4435,
128.936518790972,3.14731,
130.435780637379,2.652879,
131.935042483786,12.60838,
133.434304330192,13.80964,
134.933566176599,13.70802,
136.432828023006,13.74368,
137.932089869412,13.75613,
139.431351715819,13.73641,
140.930613562226,13.7789,
142.429875408632,13.78135,
143.929137255039,13.79939,
145.428399101446,13.79098,
146.927660947852,13.77794,
148.426922794259,13.76816,
149.926184640666,13.76314,
151.425446487072,13.767,
152.924708333479,13.90874,
154.423970179886,13.70962,
155.923232026292,13.78623,
157.422493872699,13.77225,
158.921755719106,13.70679,
160.421017565512,13.76789,
161.920279411919,13.76471,
163.419541258325,13.73073,
164.918803104732,13.77106,
166.418064951139,13.73538,
167.917326797545,13.76036,
169.416588643952,13.3523,
170.915850490359,13.71904,
172.415112336765,13.78838,
173.914374183172,13.69491,
175.413636029579,13.76032,
176.912897875985,13.71148,
178.412159722392,13.78156,
179.911421568799,13.78525,
181.410683415205,13.73033,
182.909945261612,13.79869,
184.409207108019,13.82156,
185.908468954425,13.69967,
187.407730800832,13.74319,
188.906992647239,13.84643,
190.406254493645,13.75368,
191.905516340052,13.73414,
193.404778186459,13.79002,
194.904040032865,13.70605,
196.403301879272,13.70326,
197.902563725679,13.7506,
199.401825572085,13.7052,
200.901087418492,13.71988,
