Distance (µm),Mn Ox%,
0,0.220757,
1.49926184640665,0.243446,
2.99852369281331,0.23995,
4.49778553921996,0.267421,
5.99704738562663,0.182127,
7.49630923203328,0.22072,
8.99557107843994,0.212958,
10.4948329248466,0.212492,
11.9940947712533,0.244333,
13.4933566176599,0.192589,
14.9926184640666,0.239002,
16.4918803104732,0.195699,
17.9911421568799,0.223285,
19.4904040032865,0.209381,
20.9896658496932,0.250624,
22.4889276960998,0.233554,
23.9881895425065,0.213747,
25.4874513889132,0.235026,
26.9867132353198,0.129191,
28.4859750817265,0.104885,
29.9852369281331,0.207257,
31.4844987745398,0.248798,
32.9837606209464,0.206904,
34.4830224673531,0.244684,
35.9822843137597,0.192326,
37.4815461601664,0.211965,
38.9808080065731,0.218665,
40.4800698529797,0.205228,
41.9793316993864,0.229039,
43.478593545793,0.222357,
44.9778553921997,0.205619,
46.4771172386063,0.206057,
47.976379085013,0.244299,
49.4756409314196,0.229589,
50.9749027778263,0.240907,
52.4741646242329,0.210399,
53.9734264706396,0.223731,
55.4726883170463,0.214368,
56.9719501634529,0.19866,
58.4712120098596,0.218921,
59.9704738562662,0.253404,
61.4697357026729,0.216859,
62.9689975490796,0.215925,
64.4682593954862,0.222558,
65.9675212418929,0.223345,
67.4667830882995,0.251196,
68.9660449347062,0.217387,
70.4653067811128,0.236964,
71.9645686275195,0.223461,
73.4638304739261,0.237587,
74.9630923203328,0.189298,
76.4623541667394,0.245681,
77.9616160131461,0.192649,
79.4608778595528,0.191881,
80.9601397059594,0.215411,
82.4594015523661,0.253012,
83.9586633987727,0.217849,
85.4579252451794,0.166013,
86.9571870915861,0.321589,
88.4564489379927,0.313506,
89.9557107843994,0.310995,
91.454972630806,0.299223,
92.9542344772127,0.317153,
94.4534963236193,0.318253,
95.952758170026,0.326188,
97.4520200164326,0.318899,
98.9512818628393,0.325975,
100.450543709246,0.326985,
101.949805555653,0.344768,
103.449067402059,0.348292,
104.948329248466,0.312782,
106.447591094873,0.321611,
107.946852941279,0.327919,
109.446114787686,0.278124,
110.945376634093,0.115481,
112.444638480499,0.229377,
113.943900326906,0.363984,
115.443162173313,0.266087,
116.942424019719,0.098833,
118.441685866126,0.017682,
119.940947712532,-0.000707,
121.440209558939,0.004466,
122.939471405346,0.140203,
124.438733251752,0.211399,
125.937995098159,0.211374,
127.437256944566,0.174112,
128.936518790972,-0.002719,
130.435780637379,0.014682,
131.935042483786,0.156172,
133.434304330192,0.135519,
134.933566176599,0.165222,
136.432828023006,0.13871,
137.932089869412,0.12861,
139.431351715819,0.173599,
140.930613562226,0.138883,
142.429875408632,0.161756,
143.929137255039,0.118439,
145.428399101446,0.143066,
146.927660947852,0.167988,
148.426922794259,0.162149,
149.926184640666,0.132781,
151.425446487072,0.168455,
152.924708333479,0.113136,
154.423970179886,0.140189,
155.923232026292,0.11032,
157.422493872699,0.184706,
158.921755719106,0.1258,
160.421017565512,0.140394,
161.920279411919,0.158031,
163.419541258325,0.144036,
164.918803104732,0.136982,
166.418064951139,0.145347,
167.917326797545,0.149855,
169.416588643952,0.154727,
170.915850490359,0.150056,
172.415112336765,0.152152,
173.914374183172,0.153418,
175.413636029579,0.130208,
176.912897875985,0.116256,
178.412159722392,0.177428,
179.911421568799,0.116375,
181.410683415205,0.134773,
182.909945261612,0.138145,
184.409207108019,0.098027,
185.908468954425,0.139766,
187.407730800832,0.126141,
188.906992647239,0.133737,
190.406254493645,0.13992,
191.905516340052,0.147644,
193.404778186459,0.112475,
194.904040032865,0.17276,
196.403301879272,0.156931,
197.902563725679,0.189091,
199.401825572085,0.122243,
200.901087418492,0.141041,
