Distance (µm),Fe Ox%,
0,0.852754,
0.887227942343051,0.844644,
1.7744558846861,0.882704,
2.66168382702915,0.883276,
3.5489117693722,0.854568,
4.43613971171525,0.853812,
5.3233676540583,0.920461,
6.21059559640135,0.898556,
7.09782353874439,0.89153,
7.98505148108745,0.851494,
8.8722794234305,0.84434,
9.75950736577355,0.851198,
10.6467353081166,0.865102,
11.5339632504596,0.792978,
12.4211911928027,0.912595,
13.3084191351457,0.871935,
14.1956470774888,0.859139,
15.0828750198319,0.8888,
15.9701029621749,0.875575,
16.8573309045179,0.869309,
17.744558846861,0.828938,
18.631786789204,0.865811,
19.5190147315471,0.889799,
20.4062426738902,0.866952,
21.2934706162332,0.874118,
22.1806985585762,0.900697,
23.0679265009193,0.918566,
23.9551544432623,0.913623,
24.8423823856054,0.895561,
25.7296103279484,0.912821,
26.6168382702915,0.927542,
27.5040662126345,0.903998,
28.3912941549776,0.907729,
29.2785220973207,0.868547,
30.1657500396637,0.899983,
31.0529779820067,0.879196,
31.9402059243498,0.90254,
32.8274338666928,0.931111,
33.7146618090359,0.876019,
34.6018897513789,0.901459,
35.489117693722,0.876583,
36.376345636065,0.910741,
37.2635735784081,0.878998,
38.1508015207512,0.900457,
39.0380294630942,0.866246,
39.9252574054373,0.904953,
40.8124853477803,0.862974,
41.6997132901233,0.860231,
42.5869412324664,0.893441,
43.4741691748094,0.843893,
44.3613971171525,0.843993,
45.2486250594955,0.89953,
46.1358530018386,0.885543,
47.0230809441816,0.855497,
47.9103088865247,0.902189,
48.7975368288677,0.893176,
49.6847647712108,0.882335,
50.5719927135538,0.855591,
51.4592206558969,0.931188,
52.3464485982399,0.939971,
53.233676540583,0.861794,
54.120904482926,0.901173,
55.0081324252691,0.912562,
55.8953603676121,0.881023,
56.7825883099552,0.894292,
57.6698162522982,0.936353,
58.5570441946413,0.918909,
59.4442721369843,0.84358,
60.3315000793274,0.872062,
61.2187280216704,0.92371,
62.1059559640135,0.878845,
62.9931839063565,0.864679,
63.8804118486996,0.870366,
64.7676397910426,0.872679,
65.6548677333857,0.868378,
66.5420956757287,0.892888,
67.4293236180718,0.845386,
68.3165515604148,0.862391,
69.2037795027579,0.876903,
70.0910074451009,0.904081,
70.978235387444,0.898236,
71.865463329787,0.882748,
72.7526912721301,0.861424,
73.6399192144731,0.899711,
74.5271471568162,0.863483,
75.4143750991592,0.911701,
76.3016030415023,0.859103,
77.1888309838453,0.845721,
78.0760589261884,0.916809,
78.9632868685315,0.881471,
79.8505148108745,0.883636,
80.7377427532175,0.874186,
81.6249706955606,0.911498,
82.5121986379037,0.886786,
83.3994265802467,0.885287,
84.2866545225897,0.880764,
85.1738824649328,0.878008,
86.0611104072758,0.86882,
86.9483383496189,0.912928,
87.8355662919619,0.890221,
88.722794234305,0.911855,
89.610022176648,0.896228,
90.4972501189911,0.875102,
91.3844780613341,0.883574,
92.2717060036772,0.838838,
93.1589339460202,0.869254,
94.0461618883633,0.877975,
94.9333898307063,0.916778,
95.8206177730494,0.859243,
96.7078457153924,0.904184,
97.5950736577355,0.88127,
98.4823016000785,0.91862,
99.3695295424216,0.877991,
100.256757484765,0.912014,
101.143985427108,0.879008,
102.031213369451,0.9478,
102.918441311794,0.882182,
103.805669254137,0.893737,
104.69289719648,1.008432,
105.580125138823,1.059725,
106.467353081166,1.112937,
107.354581023509,1.111751,
108.241808965852,1.123049,
109.129036908195,1.138961,
110.016264850538,1.13407,
110.903492792881,1.109316,
111.790720735224,1.102365,
112.677948677567,1.079012,
113.56517661991,1.062538,
114.452404562253,1.103359,
115.339632504596,1.087541,
116.22686044694,1.105722,
117.114088389283,1.108687,
118.001316331626,1.112931,
118.888544273969,1.123015,
119.775772216312,1.109028,
120.663000158655,1.100924,
121.550228100998,1.144063,
122.437456043341,1.058032,
123.324683985684,1.081358,
124.211911928027,1.069514,
125.09913987037,1.03136,
125.986367812713,1.054712,
126.873595755056,1.034582,
127.760823697399,0.953623,
128.648051639742,0.963313,
129.535279582085,0.968887,
130.422507524428,0.966859,
131.309735466771,0.95632,
132.196963409114,0.941617,
