1042.414189	811.75
1042.980685	801.0
1043.547124	805.25
1044.113505	811.5
1044.679828	800.0
1045.246093	812.0
1045.8123	806.0
1046.378449	804.5
1046.94454	807.75
1047.510573	804.5
1048.076548	805.75
1048.642465	811.25
1049.208325	805.0
1049.774126	804.25
1050.339869	801.75
1050.905555	806.25
1051.471183	808.5
1052.036752	797.0
1052.602264	808.25
1053.167718	805.25
1053.733114	805.75
1054.298452	804.0
1054.863733	804.25
1055.428955	800.0
1055.994119	807.75
1056.559226	802.75
1057.124275	807.5
1057.689266	806.5
1058.254199	793.0
1058.819074	797.5
1059.383891	793.25
1059.94865	799.25
1060.513352	797.0
1061.077996	803.5
1061.642582	796.0
1062.20711	800.75
1062.77158	801.75
1063.335992	799.0
1063.900347	799.0
1064.464643	796.75
1065.028882	792.5
1065.593063	799.5
1066.157187	799.75
1066.721252	799.0
1067.28526	803.75
1067.84921	802.25
1068.413102	793.75
1068.976936	794.25
1069.540713	799.0
1070.104431	806.0
1070.668092	797.5
1071.231696	805.25
1071.795241	799.5
1072.358729	801.25
1072.922159	795.75
1073.485531	800.0
1074.048845	798.25
1074.612102	800.0
1075.738442	800.75
1076.301525	799.0
1076.864551	796.25
1077.427519	797.25
1077.990429	797.75
1078.553281	802.0
1079.116076	789.5
1079.678813	786.5
1080.241492	795.0
1080.804114	791.75
1081.366678	793.75
1081.929184	801.25
1082.491633	797.25
1083.054024	801.0
1083.616357	796.0
1084.178632	799.25
1084.74085	797.25
1085.30301	801.0
1085.865113	801.25
1086.427158	799.5
1086.989145	792.5
1087.551074	798.75
1088.112946	795.5
1088.67476	798.5
1089.236517	800.0
1089.798216	799.25
1090.359857	793.25
1090.92144	801.75
1091.482966	800.0
1092.044435	793.75
1092.605845	796.5
1093.167199	794.0
1093.728494	791.0
1094.289732	792.75
1094.850912	800.0
1095.412035	789.5
1095.9731	795.5
1096.534107	805.0
1097.095057	803.0
1097.65595	796.0
1098.216784	796.5
1098.777561	804.5
1099.338281	800.0
1099.898943	798.75
1100.459547	799.0
1101.020094	803.75
1101.580584	795.5
1102.141015	793.25
1102.701389	795.25
1103.261706	794.25
1103.821965	795.5
1104.382167	792.75
1104.942311	791.5
1105.502397	795.5
1106.062426	789.75
1106.622398	804.5
1107.182312	795.25
1107.742168	803.75
1108.301967	800.75
1108.861708	794.75
1109.421392	796.0
1109.981019	792.5
1110.540587	790.75
1111.100099	788.75
1111.659553	796.0
1112.218949	793.25
1112.778288	793.0
1113.33757	791.75
1113.896794	794.5
1114.45596	791.0
1115.015069	800.75
1115.574121	796.75
1116.133115	792.5
1116.692052	795.0
1117.250931	791.5
1117.809753	796.75
1118.368517	794.5
1118.927224	786.75
1119.485873	792.0
1120.044465	793.0
1120.603	791.25
1121.161477	790.5
1121.719897	790.75
1122.278259	790.0
1122.836564	802.0
1123.394812	790.5
1123.953002	799.25
1124.511135	794.5
1125.06921	798.0
1125.627228	798.5
1126.185189	786.5
1126.743092	791.25
1127.300938	797.5
1127.858726	794.0
1128.416457	793.5
1128.974131	791.25
1129.531748	796.5
1130.089307	799.0
1130.646808	798.25
1131.204252	790.75
1131.761639	797.75
1132.318969	797.75
1132.876241	794.75
1133.433456	801.5
1133.990614	793.5
1134.547714	796.75
1135.104757	797.0
1135.661743	795.0
1136.218671	792.75
1136.775542	797.25
1137.332356	798.25
1137.889112	794.0
1138.445811	801.75
1139.002453	799.0
1139.559037	796.5
1140.115565	795.25
1140.672035	795.25
1141.228447	792.25
1141.784803	795.25
1142.341101	793.0
1142.897342	792.5
1143.453525	799.25
1144.009651	798.0
1144.565721	803.0
1145.121732	793.0
1145.677687	784.5
1146.233584	791.5
1146.789424	794.25
1147.345207	791.0
1147.900933	797.75
1148.456601	795.75
1149.012212	794.25
1149.567766	796.75
1150.123263	799.75
1150.678702	793.25
1151.234085	796.5
1151.78941	798.5
1152.344678	798.25
1152.899888	796.5
1153.455042	797.75
1154.010138	804.0
1154.565177	801.5
1155.120159	802.75
1155.675084	794.0
1156.229951	800.0
1156.784762	800.25
1157.339515	799.0
1157.894211	800.0
1158.44885	803.75
1159.003432	799.5
1159.557956	805.25
1160.112424	797.75
1160.666834	800.75
1161.221187	804.25
1161.775483	797.75
1162.329722	801.75
1162.883904	801.5
1163.438029	804.75
1163.992096	802.0
1164.546107	796.25
1165.10006	806.0
1165.653956	797.75
1166.207795	799.5
1166.761577	802.0
1167.315302	798.75
1167.86897	802.5
1168.422581	796.75
1168.976134	797.5
