Distance (µm),Si Ox%,
0,51.61658,
1.24154089941974,51.47535,
2.48308179883947,51.51741,
3.72462269825922,51.50246,
4.96616359767896,51.5072,
6.20770449709869,51.56996,
7.44924539651843,51.52252,
8.69078629593818,51.52374,
9.93232719535791,51.52606,
11.1738680947776,51.5426,
12.4154089941974,51.58162,
13.6569498936171,51.5305,
14.8984907930369,51.50154,
16.1400316924566,51.69819,
17.3815725918764,51.58192,
18.6231134912961,51.39087,
19.8646543907158,51.52292,
21.1061952901356,51.47318,
22.3477361895553,51.58754,
23.589277088975,50.51538,
24.8308179883948,38.59132,
26.0723588878145,9.652766,
27.3138997872342,33.62207,
28.555440686654,51.91125,
29.7969815860737,51.72198,
31.0385224854935,51.46331,
32.2800633849132,51.46597,
33.521604284333,51.58663,
34.7631451837527,51.56634,
36.0046860831724,51.39603,
37.2462269825922,51.39951,
38.4877678820119,50.75604,
39.7293087814316,51.46121,
40.9708496808514,51.36993,
42.2123905802711,51.23975,
43.4539314796909,51.31686,
44.6954723791106,51.66327,
45.9370132785303,51.50383,
47.1785541779501,51.44208,
48.4200950773698,51.51373,
49.6616359767895,51.23036,
50.9031768762093,51.39933,
52.144717775629,51.57546,
53.3862586750488,51.53069,
54.6277995744685,51.53543,
55.8693404738882,51.36085,
57.110881373308,51.73335,
58.3524222727277,51.52771,
59.5939631721475,51.71968,
60.8355040715672,51.58309,
62.077044970987,51.45812,
63.3185858704067,51.59087,
64.5601267698264,51.36526,
65.8016676692462,51.5078,
67.0432085686659,51.67628,
68.2847494680856,51.59005,
69.5262903675054,51.49519,
70.7678312669251,51.84592,
72.0093721663448,51.65944,
73.2509130657646,51.50697,
74.4924539651843,51.60575,
75.7339948646041,51.4319,
76.9755357640238,51.50523,
78.2170766634435,51.75364,
79.4586175628633,51.48362,
80.700158462283,51.49491,
81.9416993617028,52.77176,
83.1832402611225,59.7213,
84.4247811605423,63.93526,
85.666322059962,65.50803,
86.9078629593817,65.45583,
88.1494038588015,65.42824,
89.3909447582212,65.31168,
90.6324856576409,65.24994,
91.8740265570607,65.18541,
93.1155674564804,64.99319,
94.3571083559002,64.8077,
95.5986492553199,64.07292,
96.8401901547397,63.36095,
98.0817310541594,61.97461,
99.3232719535791,59.51536,
100.564812852999,53.06972,
101.806353752419,42.01802,
103.047894651838,39.35206,
104.289435551258,38.97978,
105.530976450678,39.41126,
106.772517350098,40.99734,
108.014058249517,47.49179,
109.255599148937,51.47633,
110.497140048357,51.44737,
111.738680947776,45.62122,
112.980221847196,42.3853,
114.221762746616,48.94043,
115.463303646036,55.43945,
116.704844545455,62.99329,
117.946385444875,63.4686,
119.187926344295,62.27134,
120.429467243715,58.70627,
121.671008143134,51.45608,
122.912549042554,48.47024,
124.154089941974,49.2154,
125.395630841394,49.22263,
126.637171740813,49.34881,
127.878712640233,49.1829,
129.120253539653,49.12455,
130.361794439073,49.13443,
131.603335338492,49.23311,
132.844876237912,49.04883,
134.086417137332,49.15636,
135.327958036752,49.21746,
136.569498936171,49.36321,
137.811039835591,49.13593,
139.052580735011,49.06426,
140.29412163443,49.02468,
141.53566253385,49.11732,
142.77720343327,49.24298,
144.01874433269,49.18835,
145.260285232109,48.828,
146.501826131529,49.17334,
147.743367030949,49.25365,
148.984907930369,49.23,
150.226448829788,47.93167,
151.467989729208,49.13415,
152.709530628628,49.1247,
153.951071528048,49.21961,
155.192612427467,49.21681,
156.434153326887,49.078,
157.675694226307,49.06479,
158.917235125727,49.22818,
160.158776025146,49.19765,
161.400316924566,49.20899,
162.641857823986,49.25915,
163.883398723406,49.12575,
165.124939622825,49.13914,
166.366480522245,49.38983,
167.608021421665,49.30797,
168.849562321084,49.26136,
170.091103220504,49.15056,
171.332644119924,49.28252,
172.574185019344,49.1967,
173.815725918763,49.13602,
175.057266818183,49.07662,
176.298807717603,49.19749,
177.540348617023,49.13808,
178.781889516442,49.20723,
180.023430415862,49.05864,
181.264971315282,49.1183,
182.506512214702,49.08694,
183.748053114121,49.15028,
184.989594013541,49.39248,
