Distance (µm),Al Ox%,
0,6.154597,
1.24154089941974,6.088132,
2.48308179883947,6.10498,
3.72462269825922,6.106967,
4.96616359767896,6.195482,
6.20770449709869,6.150737,
7.44924539651843,6.016705,
8.69078629593818,6.10533,
9.93232719535791,6.174509,
11.1738680947776,6.158868,
12.4154089941974,6.168959,
13.6569498936171,6.045218,
14.8984907930369,6.107589,
16.1400316924566,6.190169,
17.3815725918764,6.102777,
18.6231134912961,6.125174,
19.8646543907158,6.051419,
21.1061952901356,6.286503,
22.3477361895553,6.126732,
23.589277088975,6.147339,
24.8308179883948,5.46086,
26.0723588878145,1.308635,
27.3138997872342,5.684182,
28.555440686654,6.364192,
29.7969815860737,6.110924,
31.0385224854935,6.091262,
32.2800633849132,6.12865,
33.521604284333,6.10992,
34.7631451837527,6.101357,
36.0046860831724,6.010764,
37.2462269825922,6.107036,
38.4877678820119,6.168381,
39.7293087814316,6.128312,
40.9708496808514,6.101546,
42.2123905802711,6.121301,
43.4539314796909,6.159289,
44.6954723791106,6.168118,
45.9370132785303,6.106593,
47.1785541779501,6.12648,
48.4200950773698,6.088728,
49.6616359767895,6.115935,
50.9031768762093,6.183884,
52.144717775629,6.016949,
53.3862586750488,6.112857,
54.6277995744685,6.177956,
55.8693404738882,6.016452,
57.110881373308,6.106698,
58.3524222727277,6.114009,
59.5939631721475,6.115429,
60.8355040715672,6.142632,
62.077044970987,6.075198,
63.3185858704067,6.09425,
64.5601267698264,6.170982,
65.8016676692462,6.068465,
67.0432085686659,6.053231,
68.2847494680856,6.116949,
69.5262903675054,6.036598,
70.7678312669251,6.047076,
72.0093721663448,6.140028,
73.2509130657646,6.154016,
74.4924539651843,6.121125,
75.7339948646041,6.029711,
76.9755357640238,6.079297,
78.2170766634435,6.044909,
79.4586175628633,6.120713,
80.700158462283,6.07534,
81.9416993617028,6.788603,
83.1832402611225,11.91404,
84.4247811605423,15.46999,
85.666322059962,16.13667,
86.9078629593817,16.23395,
88.1494038588015,16.15162,
89.3909447582212,16.23945,
90.6324856576409,16.05604,
91.8740265570607,16.25202,
93.1155674564804,16.11096,
94.3571083559002,15.98177,
95.5986492553199,15.88338,
96.8401901547397,15.44534,
98.0817310541594,14.93176,
99.3232719535791,13.93189,
100.564812852999,9.491729,
101.806353752419,1.588507,
103.047894651838,0.164695,
104.289435551258,0.076645,
105.530976450678,0.153232,
106.772517350098,0.757001,
108.014058249517,4.912243,
109.255599148937,8.208117,
110.497140048357,8.741374,
111.738680947776,4.864761,
112.980221847196,2.925708,
114.221762746616,10.21679,
115.463303646036,19.42535,
116.704844545455,22.36349,
117.946385444875,22.22976,
119.187926344295,20.42395,
120.429467243715,13.17431,
121.671008143134,7.948069,
122.912549042554,7.967836,
124.154089941974,7.998089,
125.395630841394,8.134835,
126.637171740813,8.093532,
127.878712640233,8.03723,
129.120253539653,7.945164,
130.361794439073,7.979397,
131.603335338492,7.883272,
132.844876237912,7.930964,
134.086417137332,7.893295,
135.327958036752,7.984451,
136.569498936171,8.02353,
137.811039835591,7.991189,
139.052580735011,7.972231,
140.29412163443,7.952078,
141.53566253385,7.93845,
142.77720343327,8.047216,
144.01874433269,8.006227,
145.260285232109,8.001399,
146.501826131529,7.97999,
147.743367030949,7.935235,
148.984907930369,8.048527,
150.226448829788,7.803097,
151.467989729208,7.963616,
152.709530628628,8.050017,
153.951071528048,8.075056,
155.192612427467,7.92569,
156.434153326887,7.961062,
157.675694226307,8.038565,
158.917235125727,7.992719,
160.158776025146,7.989278,
161.400316924566,8.002309,
162.641857823986,7.983251,
163.883398723406,8.030728,
165.124939622825,7.992754,
166.366480522245,7.95966,
167.608021421665,7.957442,
168.849562321084,8.00841,
170.091103220504,7.996056,
171.332644119924,7.917413,
172.574185019344,8.011636,
173.815725918763,7.909888,
175.057266818183,8.046902,
176.298807717603,7.988268,
177.540348617023,8.085347,
178.781889516442,8.011333,
180.023430415862,8.052722,
181.264971315282,7.943775,
182.506512214702,8.000176,
183.748053114121,7.987387,
184.989594013541,7.92583,
