Distance (µm),Ti Ox%,
0,0.199838,
1.24154089941974,0.185834,
2.48308179883947,0.212012,
3.72462269825922,0.168189,
4.96616359767896,0.177252,
6.20770449709869,0.195183,
7.44924539651843,0.181777,
8.69078629593818,0.189062,
9.93232719535791,0.18735,
11.1738680947776,0.165193,
12.4154089941974,0.205642,
13.6569498936171,0.208039,
14.8984907930369,0.188914,
16.1400316924566,0.208177,
17.3815725918764,0.182066,
18.6231134912961,0.188252,
19.8646543907158,0.18743,
21.1061952901356,0.177151,
22.3477361895553,0.189226,
23.589277088975,0.177177,
24.8308179883948,0.144406,
26.0723588878145,0.04594,
27.3138997872342,0.165747,
28.555440686654,0.201373,
29.7969815860737,0.156805,
31.0385224854935,0.179361,
32.2800633849132,0.177731,
33.521604284333,0.150945,
34.7631451837527,0.167175,
36.0046860831724,0.20016,
37.2462269825922,0.203439,
38.4877678820119,0.17771,
39.7293087814316,0.197975,
40.9708496808514,0.171371,
42.2123905802711,0.174609,
43.4539314796909,0.184724,
44.6954723791106,0.161356,
45.9370132785303,0.156469,
47.1785541779501,0.150416,
48.4200950773698,0.187111,
49.6616359767895,0.169307,
50.9031768762093,0.189928,
52.144717775629,0.208723,
53.3862586750488,0.153952,
54.6277995744685,0.209488,
55.8693404738882,0.186551,
57.110881373308,0.178796,
58.3524222727277,0.156815,
59.5939631721475,0.17298,
60.8355040715672,0.193758,
62.077044970987,0.209207,
63.3185858704067,0.196695,
64.5601267698264,0.16739,
65.8016676692462,0.19028,
67.0432085686659,0.193211,
68.2847494680856,0.200981,
69.5262903675054,0.172454,
70.7678312669251,0.18653,
72.0093721663448,0.149574,
73.2509130657646,0.198544,
74.4924539651843,0.186783,
75.7339948646041,0.177301,
76.9755357640238,0.190494,
78.2170766634435,0.195638,
79.4586175628633,0.19207,
80.700158462283,0.212971,
81.9416993617028,0.215978,
83.1832402611225,0.401166,
84.4247811605423,0.577163,
85.666322059962,0.625927,
86.9078629593817,0.633373,
88.1494038588015,0.625539,
89.3909447582212,0.632434,
90.6324856576409,0.658622,
91.8740265570607,0.659474,
93.1155674564804,0.627193,
94.3571083559002,0.655315,
95.5986492553199,0.64607,
96.8401901547397,0.600462,
98.0817310541594,0.604277,
99.3232719535791,0.553152,
100.564812852999,0.338835,
101.806353752419,0.065268,
103.047894651838,0.028635,
104.289435551258,-0.008609,
105.530976450678,0.011566,
106.772517350098,0.03856,
108.014058249517,0.146114,
109.255599148937,0.223064,
110.497140048357,0.263506,
111.738680947776,0.122056,
112.980221847196,0.037238,
114.221762746616,0.048688,
115.463303646036,0.108403,
116.704844545455,0.120167,
117.946385444875,0.139247,
119.187926344295,0.200053,
120.429467243715,0.463294,
121.671008143134,0.711991,
122.912549042554,0.770879,
124.154089941974,0.770739,
125.395630841394,0.756988,
126.637171740813,0.766845,
127.878712640233,0.768029,
129.120253539653,0.77091,
130.361794439073,0.754808,
131.603335338492,0.788106,
132.844876237912,0.742561,
134.086417137332,0.772973,
135.327958036752,0.738882,
136.569498936171,0.729893,
137.811039835591,0.736118,
139.052580735011,0.772441,
140.29412163443,0.778557,
141.53566253385,0.779111,
142.77720343327,0.771103,
144.01874433269,0.757306,
145.260285232109,0.730011,
146.501826131529,0.76355,
147.743367030949,0.757686,
148.984907930369,0.750347,
150.226448829788,0.745109,
151.467989729208,0.744422,
152.709530628628,0.748296,
153.951071528048,0.740781,
155.192612427467,0.752991,
156.434153326887,0.746165,
157.675694226307,0.756971,
158.917235125727,0.748563,
160.158776025146,0.748188,
161.400316924566,0.732025,
162.641857823986,0.749725,
163.883398723406,0.774469,
165.124939622825,0.766382,
166.366480522245,0.753864,
167.608021421665,0.741627,
168.849562321084,0.788746,
170.091103220504,0.764512,
171.332644119924,0.785182,
172.574185019344,0.754512,
173.815725918763,0.757355,
175.057266818183,0.73973,
176.298807717603,0.752696,
177.540348617023,0.750763,
178.781889516442,0.751051,
180.023430415862,0.762604,
181.264971315282,0.781319,
182.506512214702,0.766384,
183.748053114121,0.723228,
184.989594013541,0.767817,
