Distance (µm),Fe Ox%,
0,14.22449,
1.24154089941974,14.2526,
2.48308179883947,14.31728,
3.72462269825922,14.20163,
4.96616359767896,14.2182,
6.20770449709869,14.28247,
7.44924539651843,14.25546,
8.69078629593818,14.29617,
9.93232719535791,14.23028,
11.1738680947776,14.20892,
12.4154089941974,14.32621,
13.6569498936171,14.15103,
14.8984907930369,14.32956,
16.1400316924566,14.20747,
17.3815725918764,14.26465,
18.6231134912961,14.32613,
19.8646543907158,14.2118,
21.1061952901356,14.13708,
22.3477361895553,14.28507,
23.589277088975,13.95707,
24.8308179883948,9.988489,
26.0723588878145,4.076859,
27.3138997872342,10.07374,
28.555440686654,14.10787,
29.7969815860737,14.29133,
31.0385224854935,14.29526,
32.2800633849132,14.19127,
33.521604284333,14.27817,
34.7631451837527,14.2848,
36.0046860831724,14.29179,
37.2462269825922,14.20743,
38.4877678820119,13.63952,
39.7293087814316,14.17845,
40.9708496808514,14.20392,
42.2123905802711,13.90893,
43.4539314796909,14.0003,
44.6954723791106,14.2617,
45.9370132785303,14.2903,
47.1785541779501,14.17668,
48.4200950773698,14.17427,
49.6616359767895,14.24219,
50.9031768762093,14.38314,
52.144717775629,14.31444,
53.3862586750488,14.15048,
54.6277995744685,14.32784,
55.8693404738882,14.02793,
57.110881373308,14.32238,
58.3524222727277,14.24098,
59.5939631721475,14.24438,
60.8355040715672,14.31311,
62.077044970987,14.18446,
63.3185858704067,14.23861,
64.5601267698264,14.23257,
65.8016676692462,14.23224,
67.0432085686659,14.27702,
68.2847494680856,14.23053,
69.5262903675054,14.26288,
70.7678312669251,14.27576,
72.0093721663448,14.29024,
73.2509130657646,14.25751,
74.4924539651843,14.21891,
75.7339948646041,14.23936,
76.9755357640238,14.17907,
78.2170766634435,14.14257,
79.4586175628633,14.02289,
80.700158462283,14.2148,
81.9416993617028,13.92131,
83.1832402611225,8.399914,
84.4247811605423,2.669927,
85.666322059962,2.276519,
86.9078629593817,2.261374,
88.1494038588015,2.27543,
89.3909447582212,2.232665,
90.6324856576409,2.251144,
91.8740265570607,2.275401,
93.1155674564804,2.262891,
94.3571083559002,2.282992,
95.5986492553199,2.211582,
96.8401901547397,2.254902,
98.0817310541594,2.431813,
99.3232719535791,3.352989,
100.564812852999,11.73954,
101.806353752419,19.95965,
103.047894651838,20.96811,
104.289435551258,20.96314,
105.530976450678,20.96756,
106.772517350098,20.7249,
108.014058249517,18.02642,
109.255599148937,14.66585,
110.497140048357,13.51869,
111.738680947776,17.37556,
112.980221847196,19.05595,
114.221762746616,12.30688,
115.463303646036,1.358096,
116.704844545455,0.60517,
117.946385444875,0.610072,
119.187926344295,1.180414,
120.429467243715,3.947099,
121.671008143134,6.725295,
122.912549042554,6.87663,
124.154089941974,6.984064,
125.395630841394,6.939233,
126.637171740813,6.927857,
127.878712640233,6.978369,
129.120253539653,7.038979,
130.361794439073,6.935343,
131.603335338492,7.035139,
132.844876237912,6.979047,
134.086417137332,6.919236,
135.327958036752,6.940774,
136.569498936171,7.01677,
137.811039835591,6.901778,
139.052580735011,6.965523,
140.29412163443,6.935488,
141.53566253385,6.873568,
142.77720343327,6.921987,
144.01874433269,6.939688,
145.260285232109,6.800596,
146.501826131529,6.958733,
147.743367030949,6.959846,
148.984907930369,6.870276,
150.226448829788,6.753396,
151.467989729208,6.941636,
152.709530628628,6.964807,
153.951071528048,6.962257,
155.192612427467,6.892569,
156.434153326887,6.886823,
157.675694226307,6.928365,
158.917235125727,6.91194,
160.158776025146,6.897578,
161.400316924566,6.870032,
162.641857823986,6.932183,
163.883398723406,6.968048,
165.124939622825,6.95458,
166.366480522245,6.854068,
167.608021421665,6.994376,
168.849562321084,6.941243,
170.091103220504,6.913064,
171.332644119924,6.970093,
172.574185019344,6.986891,
173.815725918763,6.863144,
175.057266818183,6.890939,
176.298807717603,6.915378,
177.540348617023,6.897902,
178.781889516442,6.94807,
180.023430415862,6.915156,
181.264971315282,6.878316,
182.506512214702,6.943766,
183.748053114121,6.891721,
184.989594013541,6.894471,
