Distance (µm),K Ox%,
0,0.007031,
1.24154089941974,0.028135,
2.48308179883947,0.020202,
3.72462269825922,-0.000589,
4.96616359767896,0.026804,
6.20770449709869,-0.004012,
7.44924539651843,0.024178,
8.69078629593818,0.046112,
9.93232719535791,0.023112,
11.1738680947776,0.018703,
12.4154089941974,0.015305,
13.6569498936171,0.035079,
14.8984907930369,0.036386,
16.1400316924566,0.006965,
17.3815725918764,0.010997,
18.6231134912961,0.002277,
19.8646543907158,0.027045,
21.1061952901356,0.011092,
22.3477361895553,0.00479,
23.589277088975,0.018115,
24.8308179883948,0.025742,
26.0723588878145,0.030372,
27.3138997872342,0.023483,
28.555440686654,0.016494,
29.7969815860737,0.013882,
31.0385224854935,0.000744,
32.2800633849132,0.032331,
33.521604284333,0.018142,
34.7631451837527,0.009302,
36.0046860831724,0.016187,
37.2462269825922,0.005209,
38.4877678820119,0.032792,
39.7293087814316,0.012474,
40.9708496808514,0.019566,
42.2123905802711,0.018551,
43.4539314796909,0.035778,
44.6954723791106,0.043022,
45.9370132785303,0.005234,
47.1785541779501,0.003732,
48.4200950773698,0.024994,
49.6616359767895,0.022882,
50.9031768762093,0.010418,
52.144717775629,0.000519,
53.3862586750488,0.016799,
54.6277995744685,-0.000771,
55.8693404738882,0.019097,
57.110881373308,0.014402,
58.3524222727277,0.017754,
59.5939631721475,0.024007,
60.8355040715672,0.013818,
62.077044970987,0.020164,
63.3185858704067,0.005572,
64.5601267698264,0.016046,
65.8016676692462,0.001075,
67.0432085686659,0.024724,
68.2847494680856,0.012575,
69.5262903675054,0.019518,
70.7678312669251,0.010448,
72.0093721663448,0.030261,
73.2509130657646,0.015094,
74.4924539651843,0.021501,
75.7339948646041,-0.002948,
76.9755357640238,0.028487,
78.2170766634435,0.017716,
79.4586175628633,0.037054,
80.700158462283,0.028428,
81.9416993617028,0.216422,
83.1832402611225,2.483602,
84.4247811605423,4.669164,
85.666322059962,4.956747,
86.9078629593817,4.901582,
88.1494038588015,4.906333,
89.3909447582212,4.808241,
90.6324856576409,4.817206,
91.8740265570607,4.762576,
93.1155674564804,4.806627,
94.3571083559002,4.743967,
95.5986492553199,4.780797,
96.8401901547397,4.716079,
98.0817310541594,4.544893,
99.3232719535791,4.305246,
100.564812852999,2.449168,
101.806353752419,0.383777,
103.047894651838,0.069906,
104.289435551258,0.04372,
105.530976450678,0.021867,
106.772517350098,0.146217,
108.014058249517,0.825442,
109.255599148937,1.580438,
110.497140048357,1.82432,
111.738680947776,0.927262,
112.980221847196,0.260204,
114.221762746616,0.763689,
115.463303646036,1.594432,
116.704844545455,2.052466,
117.946385444875,2.1533,
119.187926344295,1.910288,
120.429467243715,1.005318,
121.671008143134,0.129624,
122.912549042554,0.043086,
124.154089941974,0.075665,
125.395630841394,0.049128,
126.637171740813,0.041825,
127.878712640233,0.051701,
129.120253539653,0.027236,
130.361794439073,0.043042,
131.603335338492,0.041038,
132.844876237912,0.042619,
134.086417137332,0.045206,
135.327958036752,0.022279,
136.569498936171,0.036949,
137.811039835591,0.0238,
139.052580735011,0.040379,
140.29412163443,0.035326,
141.53566253385,0.033281,
142.77720343327,0.058565,
144.01874433269,0.047894,
145.260285232109,0.056364,
146.501826131529,0.033685,
147.743367030949,0.022474,
148.984907930369,0.040389,
150.226448829788,0.035245,
151.467989729208,0.019318,
152.709530628628,0.044315,
153.951071528048,0.037412,
155.192612427467,0.04756,
156.434153326887,0.032831,
157.675694226307,0.029734,
158.917235125727,0.046224,
160.158776025146,0.043335,
161.400316924566,0.026948,
162.641857823986,0.048077,
163.883398723406,0.029233,
165.124939622825,0.009211,
166.366480522245,0.023095,
167.608021421665,0.053813,
168.849562321084,0.016834,
170.091103220504,0.034283,
171.332644119924,0.051275,
172.574185019344,0.030306,
173.815725918763,0.029011,
175.057266818183,0.017186,
176.298807717603,0.03853,
177.540348617023,0.040968,
178.781889516442,0.043735,
180.023430415862,0.026355,
181.264971315282,0.056962,
182.506512214702,0.047116,
183.748053114121,0.024701,
184.989594013541,0.045135,
