Distance (µm),Na Ox%,
0,0.082537,
1.24154089941974,0.03826,
2.48308179883947,0.066885,
3.72462269825922,0.076657,
4.96616359767896,0.05377,
6.20770449709869,0.072093,
7.44924539651843,0.058814,
8.69078629593818,0.1105,
9.93232719535791,0.053477,
11.1738680947776,0.092734,
12.4154089941974,0.075297,
13.6569498936171,0.04609,
14.8984907930369,0.068423,
16.1400316924566,0.068482,
17.3815725918764,0.032047,
18.6231134912961,0.082577,
19.8646543907158,0.057305,
21.1061952901356,0.03339,
22.3477361895553,0.078594,
23.589277088975,0.076228,
24.8308179883948,0.046587,
26.0723588878145,0.029341,
27.3138997872342,0.019763,
28.555440686654,0.037284,
29.7969815860737,0.084214,
31.0385224854935,0.085704,
32.2800633849132,0.110988,
33.521604284333,0.053131,
34.7631451837527,0.114024,
36.0046860831724,0.071513,
37.2462269825922,0.078679,
38.4877678820119,0.120053,
39.7293087814316,0.101518,
40.9708496808514,0.056709,
42.2123905802711,0.08685,
43.4539314796909,0.052529,
44.6954723791106,0.085015,
45.9370132785303,0.044952,
47.1785541779501,0.039003,
48.4200950773698,0.048598,
49.6616359767895,0.058483,
50.9031768762093,0.075588,
52.144717775629,0.051395,
53.3862586750488,0.0687,
54.6277995744685,0.03832,
55.8693404738882,0.028545,
57.110881373308,0.068138,
58.3524222727277,0.055296,
59.5939631721475,0.062122,
60.8355040715672,0.082155,
62.077044970987,0.085471,
63.3185858704067,0.082651,
64.5601267698264,0.046182,
65.8016676692462,0.078051,
67.0432085686659,0.079277,
68.2847494680856,0.084693,
69.5262903675054,0.063856,
70.7678312669251,0.071397,
72.0093721663448,0.086748,
73.2509130657646,0.046874,
74.4924539651843,0.094284,
75.7339948646041,0.045352,
76.9755357640238,0.04791,
78.2170766634435,0.103526,
79.4586175628633,0.051682,
80.700158462283,0.074571,
81.9416993617028,0.402621,
83.1832402611225,2.816809,
84.4247811605423,4.523379,
85.666322059962,4.862083,
86.9078629593817,4.930448,
88.1494038588015,4.916449,
89.3909447582212,4.89578,
90.6324856576409,5.004099,
91.8740265570607,4.914904,
93.1155674564804,4.968952,
94.3571083559002,4.974907,
95.5986492553199,4.921943,
96.8401901547397,4.861717,
98.0817310541594,4.638001,
99.3232719535791,4.210001,
100.564812852999,2.636834,
101.806353752419,0.59549,
103.047894651838,0.069107,
104.289435551258,0.034669,
105.530976450678,0.064841,
106.772517350098,0.351614,
108.014058249517,1.800388,
109.255599148937,2.920772,
110.497140048357,2.799595,
111.738680947776,1.609602,
112.980221847196,0.748477,
114.221762746616,2.776059,
115.463303646036,6.573538,
116.704844545455,8.120461,
117.946385444875,8.308092,
119.187926344295,7.843019,
120.429467243715,5.465373,
121.671008143134,1.428352,
122.912549042554,0.870393,
124.154089941974,0.833498,
125.395630841394,0.853751,
126.637171740813,0.831438,
127.878712640233,0.869305,
129.120253539653,0.840588,
130.361794439073,0.830082,
131.603335338492,0.76522,
132.844876237912,0.81713,
134.086417137332,0.872766,
135.327958036752,0.834007,
136.569498936171,0.853178,
137.811039835591,0.851881,
139.052580735011,0.812674,
140.29412163443,0.803444,
141.53566253385,0.843067,
142.77720343327,0.801608,
144.01874433269,0.831836,
145.260285232109,0.806069,
146.501826131529,0.862519,
147.743367030949,0.818206,
148.984907930369,0.826389,
150.226448829788,0.870095,
151.467989729208,0.815865,
152.709530628628,0.826277,
153.951071528048,0.831638,
155.192612427467,0.829333,
156.434153326887,0.854145,
157.675694226307,0.861655,
158.917235125727,0.85884,
160.158776025146,0.852197,
161.400316924566,0.869377,
162.641857823986,0.816239,
163.883398723406,0.82154,
165.124939622825,0.845464,
166.366480522245,0.856243,
167.608021421665,0.851027,
168.849562321084,0.832661,
170.091103220504,0.842839,
171.332644119924,0.835877,
172.574185019344,0.822921,
173.815725918763,0.804623,
175.057266818183,0.828349,
176.298807717603,0.821588,
177.540348617023,0.797899,
178.781889516442,0.807644,
180.023430415862,0.831816,
181.264971315282,0.882417,
182.506512214702,0.851805,
183.748053114121,0.823195,
184.989594013541,0.806953,
