Distance (µm),Ti Ox%,
0,0.721026,
1.01497113167711,0.69308,
2.02994226335424,0.724114,
3.04491339503135,0.718538,
4.05988452670847,0.733168,
5.07485565838559,0.717928,
6.08982679006271,0.723015,
7.10479792173982,0.674011,
8.11976905341694,0.702535,
9.13474018509407,0.707147,
10.1497113167712,0.730391,
11.1646824484483,0.746616,
12.1796535801254,0.733748,
13.1946247118025,0.723025,
14.2095958434797,0.731026,
15.2245669751568,0.737992,
16.2395381068339,0.722931,
17.254509238511,0.728867,
18.2694803701881,0.715577,
19.2844515018652,0.717977,
20.2994226335423,0.741171,
21.3143937652195,0.71611,
22.3293648968966,0.72598,
23.3443360285737,0.699669,
24.3593071602508,0.722956,
25.3742782919279,0.70688,
26.3892494236051,0.692079,
27.4042205552822,0.697599,
28.4191916869593,0.727257,
29.4341628186364,0.716815,
30.4491339503135,0.704119,
31.4641050819907,0.736058,
32.4790762136678,0.718502,
33.4940473453449,0.738907,
34.509018477022,0.765683,
35.5239896086991,0.735874,
36.5389607403762,0.766088,
37.5539318720533,0.720639,
38.5689030037305,0.756588,
39.5838741354076,0.741996,
40.5988452670847,0.716902,
41.6138163987618,0.716265,
42.6287875304389,0.727927,
43.6437586621161,0.76537,
44.6587297937932,0.732677,
45.6737009254703,0.717321,
46.6886720571474,0.751786,
47.7036431888245,0.786315,
48.7186143205016,0.741998,
49.7335854521788,0.71284,
50.7485565838559,0.725559,
51.763527715533,0.773142,
52.7784988472101,0.772896,
53.7934699788872,0.732684,
54.8084411105643,0.756157,
55.8234122422415,0.745099,
56.8383833739186,0.736798,
57.8533545055957,0.795362,
58.8683256372728,0.756149,
59.8832967689499,0.736499,
60.8982679006271,0.728807,
61.9132390323042,0.714006,
62.9282101639813,0.763086,
63.9431812956584,0.75904,
64.9581524273355,0.749144,
65.9731235590126,0.774299,
66.9880946906898,0.605648,
68.0030658223669,0.443546,
69.018036954044,0.417451,
70.0330080857211,0.227051,
71.0479792173983,0.154415,
72.0629503490754,0.161667,
73.0779214807525,0.142175,
74.0928926124296,0.23337,
75.1078637441067,0.360107,
76.1228348757839,0.442512,
77.137806007461,0.472587,
78.1527771391381,0.321441,
79.1677482708152,0.255304,
80.1827194024923,0.107701,
81.1976905341694,0.02654,
82.2126616658465,0.010621,
83.2276327975237,0.007532,
84.2426039292008,0.030468,
85.2575750608779,0.021507,
86.272546192555,-0.004682,
87.2875173242321,-0.003367,
88.3024884559093,0.028564,
89.3174595875864,0.087233,
90.3324307192635,0.252555,
91.3474018509406,0.480346,
92.3623729826177,0.586081,
93.3773441142948,0.564998,
94.392315245972,0.490627,
95.4072863776491,0.398855,
96.4222575093262,0.320022,
97.4372286410033,0.288941,
98.4521997726804,0.22093,
99.4671709043576,0.225722,
100.482142036035,0.193292,
101.497113167712,0.158024,
102.512084299389,0.119522,
103.527055431066,0.096288,
104.542026562743,0.092467,
105.55699769442,0.073557,
106.571968826097,0.048881,
107.586939957775,0.068533,
108.601911089452,0.157333,
109.616882221129,0.309568,
110.631853352806,0.409223,
111.646824484483,0.416278,
112.66179561616,0.464879,
113.676766747837,0.411677,
114.691737879514,0.253799,
115.706709011191,0.214714,
116.721680142869,0.182502,
117.736651274546,0.226937,
118.751622406223,0.200023,
119.7665935379,0.223082,
120.781564669577,0.184624,
121.796535801254,0.196971,
122.811506932931,0.187329,
123.826478064608,0.189579,
124.841449196286,0.183314,
125.856420327963,0.170756,
126.87139145964,0.168961,
127.886362591317,0.190783,
128.901333722994,0.215815,
129.916304854671,0.161793,
130.931275986348,0.186746,
131.946247118025,0.164757,
132.961218249702,0.218916,
133.97618938138,0.202675,
134.991160513057,0.184689,
136.006131644734,0.190918,
137.021102776411,0.198548,
138.036073908088,0.168562,
139.051045039765,0.174382,
140.066016171442,0.206821,
141.080987303119,0.162144,
142.095958434797,0.196369,
143.110929566474,0.196955,
144.125900698151,0.20494,
145.140871829828,0.192611,
146.155842961505,0.195765,
147.170814093182,0.193246,
148.185785224859,0.162283,
149.200756356536,0.150674,
150.215727488213,0.207688,
151.230698619891,0.169852,
