Distance (µm),Mn Ox%,
0,0.15125,
1.01497113167711,0.159081,
2.02994226335424,0.190078,
3.04491339503135,0.152636,
4.05988452670847,0.157736,
5.07485565838559,0.126052,
6.08982679006271,0.135556,
7.10479792173982,0.128869,
8.11976905341694,0.118399,
9.13474018509407,0.144467,
10.1497113167712,0.173224,
11.1646824484483,0.124535,
12.1796535801254,0.136809,
13.1946247118025,0.144026,
14.2095958434797,0.138844,
15.2245669751568,0.132639,
16.2395381068339,0.149247,
17.254509238511,0.130181,
18.2694803701881,0.132255,
19.2844515018652,0.119341,
20.2994226335423,0.175259,
21.3143937652195,0.16492,
22.3293648968966,0.163195,
23.3443360285737,0.154615,
24.3593071602508,0.120188,
25.3742782919279,0.139254,
26.3892494236051,0.114276,
27.4042205552822,0.162699,
28.4191916869593,0.132721,
29.4341628186364,0.142529,
30.4491339503135,0.129112,
31.4641050819907,0.167822,
32.4790762136678,0.125685,
33.4940473453449,0.179237,
34.509018477022,0.124463,
35.5239896086991,0.143134,
36.5389607403762,0.153263,
37.5539318720533,0.119582,
38.5689030037305,0.137321,
39.5838741354076,0.099986,
40.5988452670847,0.121802,
41.6138163987618,0.145594,
42.6287875304389,0.170098,
43.6437586621161,0.174039,
44.6587297937932,0.157096,
45.6737009254703,0.153945,
46.6886720571474,0.135998,
47.7036431888245,0.152902,
48.7186143205016,0.203601,
49.7335854521788,0.144966,
50.7485565838559,0.09246,
51.763527715533,0.134467,
52.7784988472101,0.121463,
53.7934699788872,0.156712,
54.8084411105643,0.112575,
55.8234122422415,0.142333,
56.8383833739186,0.142598,
57.8533545055957,0.15401,
58.8683256372728,0.133825,
59.8832967689499,0.143127,
60.8982679006271,0.132291,
61.9132390323042,0.153301,
62.9282101639813,0.150179,
63.9431812956584,0.110357,
64.9581524273355,0.149621,
65.9731235590126,0.125655,
66.9880946906898,0.130884,
68.0030658223669,0.113825,
69.018036954044,0.086509,
70.0330080857211,0.078773,
71.0479792173983,0.122201,
72.0629503490754,0.028416,
73.0779214807525,0.022284,
74.0928926124296,0.015895,
75.1078637441067,0.022456,
76.1228348757839,0.03552,
77.137806007461,0.129815,
78.1527771391381,0.19342,
79.1677482708152,0.19964,
80.1827194024923,0.30454,
81.1976905341694,0.306975,
82.2126616658465,0.319443,
83.2276327975237,0.319477,
84.2426039292008,0.290459,
85.2575750608779,0.32791,
86.272546192555,0.309982,
87.2875173242321,0.319469,
88.3024884559093,0.336191,
89.3174595875864,0.328171,
90.3324307192635,0.206204,
91.3474018509406,0.110901,
92.3623729826177,0.03578,
93.3773441142948,0.050883,
94.392315245972,0.09365,
95.4072863776491,0.089669,
96.4222575093262,0.140153,
97.4372286410033,0.155866,
98.4521997726804,0.234655,
99.4671709043576,0.231923,
100.482142036035,0.270289,
101.497113167712,0.262022,
102.512084299389,0.262614,
103.527055431066,0.292947,
104.542026562743,0.287834,
105.55699769442,0.305949,
106.571968826097,0.291622,
107.586939957775,0.253841,
108.601911089452,0.223364,
109.616882221129,0.166557,
110.631853352806,0.133582,
111.646824484483,0.172552,
112.66179561616,0.164921,
113.676766747837,0.137532,
114.691737879514,0.201146,
115.706709011191,0.216781,
116.721680142869,0.225153,
117.736651274546,0.229006,
118.751622406223,0.221029,
119.7665935379,0.24389,
120.781564669577,0.199184,
121.796535801254,0.231641,
122.811506932931,0.22803,
123.826478064608,0.24002,
124.841449196286,0.236283,
125.856420327963,0.205441,
126.87139145964,0.21184,
127.886362591317,0.2363,
128.901333722994,0.224448,
129.916304854671,0.246016,
130.931275986348,0.238245,
131.946247118025,0.250316,
132.961218249702,0.215913,
133.97618938138,0.203073,
134.991160513057,0.236847,
136.006131644734,0.214838,
137.021102776411,0.233895,
138.036073908088,0.216645,
139.051045039765,0.23089,
140.066016171442,0.211476,
141.080987303119,0.232538,
142.095958434797,0.223922,
143.110929566474,0.195629,
144.125900698151,0.23532,
145.140871829828,0.214398,
146.155842961505,0.248654,
147.170814093182,0.20898,
148.185785224859,0.205391,
149.200756356536,0.199627,
150.215727488213,0.202644,
151.230698619891,0.224318,
