Distance (µm),Mg Ox%,
0,13.87049,
1.01497113167711,13.81453,
2.02994226335424,13.82065,
3.04491339503135,13.84561,
4.05988452670847,13.81065,
5.07485565838559,13.86547,
6.08982679006271,13.82372,
7.10479792173982,13.80716,
8.11976905341694,13.8393,
9.13474018509407,13.79099,
10.1497113167712,13.80665,
11.1646824484483,13.80336,
12.1796535801254,13.74905,
13.1946247118025,13.81574,
14.2095958434797,13.79874,
15.2245669751568,13.75516,
16.2395381068339,13.75013,
17.254509238511,13.81965,
18.2694803701881,13.77842,
19.2844515018652,13.79308,
20.2994226335423,13.80778,
21.3143937652195,13.82523,
22.3293648968966,13.80181,
23.3443360285737,13.84876,
24.3593071602508,13.66217,
25.3742782919279,13.51838,
26.3892494236051,13.12459,
27.4042205552822,12.61508,
28.4191916869593,13.89129,
29.4341628186364,13.76092,
30.4491339503135,13.87889,
31.4641050819907,13.80585,
32.4790762136678,13.8095,
33.4940473453449,13.6882,
34.509018477022,13.70815,
35.5239896086991,13.75003,
36.5389607403762,13.73342,
37.5539318720533,13.78165,
38.5689030037305,13.75079,
39.5838741354076,13.79778,
40.5988452670847,13.82,
41.6138163987618,13.75069,
42.6287875304389,13.82914,
43.6437586621161,13.69606,
44.6587297937932,13.75578,
45.6737009254703,13.76632,
46.6886720571474,13.79142,
47.7036431888245,13.77483,
48.7186143205016,13.73194,
49.7335854521788,13.7234,
50.7485565838559,13.75654,
51.763527715533,13.6812,
52.7784988472101,13.8011,
53.7934699788872,13.71042,
54.8084411105643,13.73872,
55.8234122422415,13.64743,
56.8383833739186,13.65345,
57.8533545055957,13.73592,
58.8683256372728,13.67128,
59.8832967689499,13.73304,
60.8982679006271,13.82639,
61.9132390323042,13.81372,
62.9282101639813,13.6216,
63.9431812956584,13.32019,
64.9581524273355,12.58495,
65.9731235590126,13.71658,
66.9880946906898,11.54743,
68.0030658223669,8.612664,
69.018036954044,9.231951,
70.0330080857211,7.666454,
71.0479792173983,6.792163,
72.0629503490754,1.852793,
73.0779214807525,0.491328,
74.0928926124296,0.802509,
75.1078637441067,2.149694,
76.1228348757839,5.020167,
77.137806007461,9.407956,
78.1527771391381,15.19328,
79.1677482708152,20.98984,
80.1827194024923,31.56937,
81.1976905341694,39.01199,
82.2126616658465,39.29895,
83.2276327975237,39.29767,
84.2426039292008,39.45089,
85.2575750608779,39.23,
86.272546192555,38.96318,
87.2875173242321,39.36236,
88.3024884559093,38.79411,
89.3174595875864,36.40731,
90.3324307192635,25.58682,
91.3474018509406,7.98567,
92.3623729826177,5.006334,
93.3773441142948,4.938805,
94.392315245972,6.810478,
95.4072863776491,11.0076,
96.4222575093262,15.22742,
97.4372286410033,18.11207,
98.4521997726804,20.33511,
99.4671709043576,22.55709,
100.482142036035,26.75552,
101.497113167712,29.16294,
102.512084299389,31.82127,
103.527055431066,34.0467,
104.542026562743,36.46692,
105.55699769442,37.16045,
106.571968826097,37.51946,
107.586939957775,35.39566,
108.601911089452,23.37306,
109.616882221129,14.66807,
110.631853352806,10.66653,
111.646824484483,13.89154,
112.66179561616,11.68065,
113.676766747837,11.3633,
114.691737879514,23.74387,
115.706709011191,26.15012,
116.721680142869,26.34482,
117.736651274546,26.37861,
118.751622406223,26.49179,
119.7665935379,26.40322,
120.781564669577,26.43998,
121.796535801254,26.52297,
122.811506932931,26.3343,
123.826478064608,26.42581,
124.841449196286,26.40238,
125.856420327963,26.33244,
126.87139145964,26.38294,
127.886362591317,26.43903,
128.901333722994,26.46431,
129.916304854671,26.52913,
130.931275986348,26.33823,
131.946247118025,26.46582,
132.961218249702,26.3898,
133.97618938138,26.34086,
134.991160513057,26.4317,
136.006131644734,26.53232,
137.021102776411,26.36549,
138.036073908088,26.38919,
139.051045039765,26.34191,
140.066016171442,26.29171,
141.080987303119,26.36224,
142.095958434797,26.40368,
143.110929566474,26.42287,
144.125900698151,26.35402,
145.140871829828,26.48491,
146.155842961505,26.37543,
147.170814093182,26.39996,
148.185785224859,26.33959,
149.200756356536,26.44725,
150.215727488213,26.51049,
151.230698619891,26.49607,
