Distance (µm),K Ox%,
0,0.028103,
1.01497113167711,0.033452,
2.02994226335424,0.029703,
3.04491339503135,0.012524,
4.05988452670847,0.01842,
5.07485565838559,0.042934,
6.08982679006271,0.049341,
7.10479792173982,0.019024,
8.11976905341694,0.054986,
9.13474018509407,0.048553,
10.1497113167712,0.031554,
11.1646824484483,0.030186,
12.1796535801254,0.024397,
13.1946247118025,0.057859,
14.2095958434797,0.04062,
15.2245669751568,0.025127,
16.2395381068339,0.020309,
17.254509238511,0.046075,
18.2694803701881,0.043695,
19.2844515018652,0.015486,
20.2994226335423,0.034808,
21.3143937652195,0.020162,
22.3293648968966,0.030424,
23.3443360285737,0.056765,
24.3593071602508,0.043408,
25.3742782919279,0.048804,
26.3892494236051,0.054196,
27.4042205552822,0.021645,
28.4191916869593,0.052758,
29.4341628186364,0.041484,
30.4491339503135,0.029169,
31.4641050819907,0.046467,
32.4790762136678,0.014894,
33.4940473453449,0.045492,
34.509018477022,0.032519,
35.5239896086991,0.054775,
36.5389607403762,0.010108,
37.5539318720533,0.037941,
38.5689030037305,0.012599,
39.5838741354076,0.036722,
40.5988452670847,0.048541,
41.6138163987618,0.027911,
42.6287875304389,0.03322,
43.6437586621161,0.040215,
44.6587297937932,0.03954,
45.6737009254703,0.047895,
46.6886720571474,0.039576,
47.7036431888245,0.03393,
48.7186143205016,0.028252,
49.7335854521788,0.012154,
50.7485565838559,0.048493,
51.763527715533,0.031329,
52.7784988472101,0.017227,
53.7934699788872,0.03254,
54.8084411105643,0.045522,
55.8234122422415,0.04449,
56.8383833739186,0.029113,
57.8533545055957,0.049591,
58.8683256372728,0.040935,
59.8832967689499,0.036462,
60.8982679006271,0.051475,
61.9132390323042,0.036551,
62.9282101639813,0.115853,
63.9431812956584,0.247457,
64.9581524273355,0.556799,
65.9731235590126,0.598837,
66.9880946906898,0.817851,
68.0030658223669,0.936122,
69.018036954044,0.990787,
70.0330080857211,1.138301,
71.0479792173983,0.826902,
72.0629503490754,1.288864,
73.0779214807525,2.095783,
74.0928926124296,2.552838,
75.1078637441067,3.019907,
76.1228348757839,3.580993,
77.137806007461,3.074767,
78.1527771391381,2.221656,
79.1677482708152,1.561499,
80.1827194024923,0.665252,
81.1976905341694,0.082828,
82.2126616658465,0.019061,
83.2276327975237,-0.003874,
84.2426039292008,0.020891,
85.2575750608779,0.01553,
86.272546192555,0.043476,
87.2875173242321,0.017576,
88.3024884559093,0.130943,
89.3174595875864,0.483779,
90.3324307192635,1.696832,
91.3474018509406,3.719901,
92.3623729826177,4.224809,
93.3773441142948,4.294379,
94.392315245972,4.099353,
95.4072863776491,3.217901,
96.4222575093262,2.447564,
97.4372286410033,1.994262,
98.4521997726804,1.802946,
99.4671709043576,1.598371,
100.482142036035,1.289569,
101.497113167712,1.113351,
102.512084299389,0.900613,
103.527055431066,0.692777,
104.542026562743,0.497069,
105.55699769442,0.422498,
106.571968826097,0.357057,
107.586939957775,0.434389,
108.601911089452,1.332044,
109.616882221129,2.501418,
110.631853352806,3.353611,
111.646824484483,2.156952,
112.66179561616,1.953234,
113.676766747837,2.148013,
114.691737879514,0.591202,
115.706709011191,0.104078,
116.721680142869,0.043413,
117.736651274546,0.010891,
118.751622406223,0.019979,
119.7665935379,0.011912,
120.781564669577,0.014517,
121.796535801254,0.023526,
122.811506932931,0.015513,
123.826478064608,-0.001075,
124.841449196286,0.0342,
125.856420327963,0.016199,
126.87139145964,0.014119,
127.886362591317,0.016837,
128.901333722994,-0.000207,
129.916304854671,-0.005346,
130.931275986348,0.015027,
131.946247118025,0.020645,
132.961218249702,0.025194,
133.97618938138,0.025217,
134.991160513057,0.026161,
136.006131644734,0.024302,
137.021102776411,0.041755,
138.036073908088,0.018201,
139.051045039765,0.013663,
140.066016171442,0.015934,
141.080987303119,-0.002767,
142.095958434797,-0.009382,
143.110929566474,-0.004821,
144.125900698151,0.007518,
145.140871829828,0.028577,
146.155842961505,0.004575,
147.170814093182,0.015149,
148.185785224859,0.0307,
149.200756356536,0.028184,
150.215727488213,0.033635,
151.230698619891,0.008193,
