Distance (µm),Ca Ox%,
0,19.81332,
1.01497113167711,19.85418,
2.02994226335424,19.78824,
3.04491339503135,19.79272,
4.05988452670847,19.74826,
5.07485565838559,19.77015,
6.08982679006271,19.81759,
7.10479792173982,19.80225,
8.11976905341694,19.88686,
9.13474018509407,19.76679,
10.1497113167712,19.82135,
11.1646824484483,19.75516,
12.1796535801254,19.81296,
13.1946247118025,19.8478,
14.2095958434797,19.72782,
15.2245669751568,19.7665,
16.2395381068339,19.79663,
17.254509238511,19.70425,
18.2694803701881,19.78314,
19.2844515018652,19.7828,
20.2994226335423,19.77579,
21.3143937652195,19.82284,
22.3293648968966,19.83261,
23.3443360285737,19.72426,
24.3593071602508,19.6033,
25.3742782919279,19.32792,
26.3892494236051,19.0377,
27.4042205552822,19.15504,
28.4191916869593,19.72515,
29.4341628186364,19.87802,
30.4491339503135,19.74347,
31.4641050819907,19.92702,
32.4790762136678,19.87353,
33.4940473453449,19.88931,
34.509018477022,19.8913,
35.5239896086991,19.86757,
36.5389607403762,19.92793,
37.5539318720533,19.90657,
38.5689030037305,19.84357,
39.5838741354076,19.83073,
40.5988452670847,19.8888,
41.6138163987618,19.86426,
42.6287875304389,19.86674,
43.6437586621161,19.87443,
44.6587297937932,19.87927,
45.6737009254703,19.89154,
46.6886720571474,19.92248,
47.7036431888245,19.88026,
48.7186143205016,19.83703,
49.7335854521788,19.83124,
50.7485565838559,19.8413,
51.763527715533,19.9406,
52.7784988472101,19.8594,
53.7934699788872,19.89782,
54.8084411105643,19.88668,
55.8234122422415,19.81334,
56.8383833739186,19.8873,
57.8533545055957,19.88311,
58.8683256372728,19.83243,
59.8832967689499,19.89263,
60.8982679006271,19.86015,
61.9132390323042,19.85158,
62.9282101639813,19.67112,
63.9431812956584,19.23689,
64.9581524273355,17.97346,
65.9731235590126,18.01724,
66.9880946906898,15.28889,
68.0030658223669,11.88838,
69.018036954044,9.937649,
70.0330080857211,6.186956,
71.0479792173983,7.009134,
72.0629503490754,6.85213,
73.0779214807525,3.835449,
74.0928926124296,2.837138,
75.1078637441067,1.914974,
76.1228348757839,1.106865,
77.137806007461,0.67289,
78.1527771391381,0.468836,
79.1677482708152,0.422814,
80.1827194024923,0.319061,
81.1976905341694,0.266512,
82.2126616658465,0.229866,
83.2276327975237,0.279203,
84.2426039292008,0.257819,
85.2575750608779,0.249702,
86.272546192555,0.275814,
87.2875173242321,0.244732,
88.3024884559093,0.259584,
89.3174595875864,0.413081,
90.3324307192635,0.45851,
91.3474018509406,0.743427,
92.3623729826177,0.813786,
93.3773441142948,0.783521,
94.392315245972,0.755027,
95.4072863776491,0.607107,
96.4222575093262,0.482929,
97.4372286410033,0.485683,
98.4521997726804,0.500541,
99.4671709043576,0.409313,
100.482142036035,0.334736,
101.497113167712,0.347887,
102.512084299389,0.337871,
103.527055431066,0.284815,
104.542026562743,0.28925,
105.55699769442,0.275092,
106.571968826097,0.277664,
107.586939957775,0.305394,
108.601911089452,0.447029,
109.616882221129,0.952545,
110.631853352806,3.038047,
111.646824484483,10.9283,
112.66179561616,10.99095,
113.676766747837,6.471754,
114.691737879514,2.56243,
115.706709011191,1.16942,
116.721680142869,1.013291,
117.736651274546,0.994801,
118.751622406223,0.990622,
119.7665935379,0.988762,
120.781564669577,0.984052,
121.796535801254,0.943434,
122.811506932931,0.976206,
123.826478064608,0.96306,
124.841449196286,0.97932,
125.856420327963,0.980002,
126.87139145964,0.984266,
127.886362591317,0.958155,
128.901333722994,0.969566,
129.916304854671,0.985565,
130.931275986348,0.990384,
131.946247118025,0.972319,
132.961218249702,0.988414,
133.97618938138,1.011979,
134.991160513057,0.989618,
136.006131644734,0.969699,
137.021102776411,0.997453,
138.036073908088,1.002426,
139.051045039765,1.000557,
140.066016171442,1.004176,
141.080987303119,0.977067,
142.095958434797,0.992927,
143.110929566474,0.974931,
144.125900698151,0.969526,
145.140871829828,0.969019,
146.155842961505,1.005001,
147.170814093182,0.970815,
148.185785224859,0.988182,
149.200756356536,0.962309,
150.215727488213,0.985966,
151.230698619891,0.994539,
