8.251515,9.213768,8.518979,7.988731,8.925078,9.594001,8.851448,8.335032,9.401433,9.281722,9.295239,8.046826,8.799932,8.718809,8.434312,8.370933,9.138954,8.885464,7.569639,7.974161,8.24221,8.881455,8.985919,9.717531,8.624193,8.97619,8.428392,9.478177,8.359491,8.065804,8.383897,9.065598,
8.047925,9.616327,7.980525,8.964759,7.699874,8.738364,8.498846,8.313066,8.796246,8.533512,8.970671,8.375161,9.032932,9.629993,9.765568,8.938665,8.561505,9.04575,9.401744,8.387264,8.220357,8.985072,8.06141,8.806298,7.157674,7.545882,8.230261,9.176221,9.171021,9.269838,9.032612,8.088184,
8.807368,8.455245,8.876493,8.980916,9.146391,8.611933,8.714964,9.809561,8.882976,7.957517,8.33941,8.65418,8.852934,9.846868,8.689685,9.12474,8.821973,8.150515,9.584192,8.918001,9.435489,8.632263,8.928285,9.753389,8.790473,8.428805,9.889993,9.272731,10.38696,9.459284,9.569377,7.821017,
8.727946,8.979819,8.81473,9.648669,8.946152,9.228067,9.992935,9.001257,9.404952,9.044282,9.142133,8.283514,8.400204,8.739662,8.837041,8.357895,8.300789,8.936013,7.680231,8.451656,9.164668,8.620258,8.43765,8.746803,8.258447,8.92057,9.206844,8.280999,9.015894,9.902642,8.382816,8.171677,
9.016051,8.9482,9.016024,7.551996,8.713726,8.622998,8.496018,8.353191,9.385954,9.091454,8.334342,9.299218,8.933392,8.995045,9.037181,8.923743,9.164733,8.698503,8.475188,8.647951,8.763461,8.209033,9.24649,9.196705,9.206092,8.663927,9.509956,8.541616,9.192395,8.467772,7.796726,8.127561,
8.544602,9.56822,8.731633,8.981338,8.388859,9.166927,8.460028,8.48804,8.371613,8.163985,8.988825,8.995543,8.455405,9.540939,8.871367,9.155883,8.927847,9.626,8.192769,8.24032,9.804832,8.50132,9.158864,9.070309,8.829737,8.424763,8.363712,9.191206,8.956183,9.155401,9.185483,8.412849,
8.807165,9.05677,9.919473,8.471734,8.77765,8.39956,9.124664,8.495527,9.000888,8.504869,8.775556,9.7981,9.062146,9.006866,9.642623,8.903607,8.232377,8.821227,9.713325,7.166598,8.155933,8.514877,8.486217,8.962088,9.155289,9.027962,8.471235,9.461057,9.232781,9.105023,8.673218,9.313343,
8.573511,8.645536,9.299279,8.706624,8.529405,8.842473,7.836339,9.003041,8.611993,8.891669,9.124984,8.536944,7.970579,8.779116,8.856078,8.04962,8.626918,8.374806,9.233255,8.441078,8.663575,9.749863,9.217113,9.401011,8.31845,8.877606,8.702586,8.702305,9.123582,8.974351,9.504587,9.212941,
9.493498,9.109141,9.477818,8.580867,8.892412,7.541026,9.077061,8.735981,8.583888,8.601331,8.837428,9.421107,9.151804,8.673925,9.75611,8.240082,9.353961,8.986055,8.567846,9.058631,9.177917,8.066234,9.161239,8.14172,8.83742,9.310905,8.72537,9.388048,8.18972,8.986301,8.578392,9.518317,
9.093468,8.5136,8.834036,7.967041,8.763096,8.261606,8.379244,8.697764,8.738378,8.596007,8.896424,8.850781,9.085289,8.946937,8.261253,9.639901,8.36396,9.080983,9.069155,8.688417,8.423,9.013966,8.348213,9.845814,8.973866,9.31145,9.52674,8.189122,9.207434,8.737685,8.250827,8.733206,
7.662319,8.505854,8.980971,8.956485,9.469001,9.106046,8.264232,9.127981,8.97851,8.551099,8.623194,9.070422,9.422675,7.794733,9.31786,8.597088,8.415071,9.942389,9.781331,8.911768,9.714803,9.473857,8.661875,7.630998,9.126039,8.3073,9.738912,8.303635,8.463514,9.200347,8.951061,8.03153,
8.617158,8.846315,8.699974,8.655792,8.303382,9.366289,9.212598,8.971788,9.265865,9.34257,7.698974,9.494969,9.598658,8.698892,8.586965,9.325795,8.605482,8.540133,9.160006,9.556654,8.678353,9.310575,8.714609,9.575185,8.120505,8.021374,9.336172,8.268194,9.58782,8.711588,8.434924,8.233165,
8.09725,9.253942,8.78905,9.096654,8.861551,8.34812,9.594813,9.154352,8.911713,8.809394,8.005275,8.821519,9.168644,8.584561,8.488596,9.016899,9.069524,8.935051,9.647181,9.067284,8.481521,8.551383,9.265545,8.292869,8.584431,8.376934,9.110904,8.224832,9.082959,8.502748,8.505789,8.749962,
