Distance (µm),Cr Ox%,
0,0.093102,
0.925452215145084,0.043,
1.85090443029017,0.055124,
2.77635664543526,0.076627,
3.70180886058034,0.08475,
4.62726107572543,0.059411,
5.55271329087051,0.047268,
6.47816550601559,0.070061,
7.40361772116068,0.053628,
8.32906993630577,0.086863,
9.25452215145085,0.060481,
10.1799743665959,0.051409,
11.105426581741,0.073456,
12.0308787968861,0.07188,
12.9563310120312,0.061745,
13.8817832271763,0.071764,
14.8072354423214,0.062642,
15.7326876574664,0.031307,
16.6581398726115,0.049884,
17.5835920877566,0.080255,
18.5090443029017,0.036753,
19.4344965180468,0.070484,
20.3599487331919,0.081771,
21.285400948337,0.086351,
22.210853163482,0.042579,
23.1363053786271,0.065983,
24.0617575937722,0.073289,
24.9872098089173,0.08211,
25.9126620240624,0.062058,
26.8381142392075,0.068659,
27.7635664543526,0.062991,
28.6890186694976,0.054289,
29.6144708846427,0.062974,
30.5399230997878,0.068507,
31.4653753149329,0.070672,
32.390827530078,0.051525,
33.3162797452231,0.073617,
34.2417319603681,0.068859,
35.1671841755132,0.05566,
36.0926363906583,0.069068,
37.0180886058034,0.075172,
37.9435408209485,0.080821,
38.8689930360936,0.074131,
39.7944452512387,0.089439,
40.7198974663837,0.075395,
41.6453496815288,0.088149,
42.5708018966739,0.088436,
43.496254111819,0.088736,
44.4217063269641,0.08087,
45.3471585421092,0.071003,
46.2726107572543,0.097611,
47.1980629723994,0.067507,
48.1235151875444,0.059211,
49.0489674026895,0.077217,
49.9744196178346,0.060831,
50.8998718329797,0.059358,
51.8253240481248,0.06575,
52.7507762632699,0.08283,
53.6762284784149,0.085154,
54.60168069356,0.093118,
55.5271329087051,0.087068,
56.4525851238502,0.078288,
57.3780373389953,0.07738,
58.3034895541404,0.070485,
59.2289417692855,0.057765,
60.1543939844305,0.047906,
61.0798461995756,0.065891,
62.0052984147207,0.078994,
62.9307506298658,0.047462,
63.8562028450109,0.049615,
64.781655060156,0.096556,
65.707107275301,0.057324,
66.6325594904461,0.051753,
67.5580117055912,0.063123,
68.4834639207363,0.038705,
69.4089161358814,0.082701,
70.3343683510265,0.092568,
71.2598205661716,0.075802,
72.1852727813167,0.038771,
73.1107249964617,0.011695,
74.0361772116068,0.042178,
74.9616294267519,0.066217,
75.887081641897,0.051379,
76.8125338570421,0.050495,
77.7379860721872,0.063822,
78.6634382873322,0.068177,
79.5888905024773,0.068154,
80.5143427176224,0.065675,
81.4397949327675,0.056132,
82.3652471479126,0.074243,
83.2906993630577,0.063344,
84.2161515782028,0.040436,
85.1416037933478,0.060349,
86.0670560084929,0.088826,
86.992508223638,0.052331,
87.9179604387831,0.084369,
88.8434126539282,0.094136,
89.7688648690732,0.05817,
90.6943170842183,0.044843,
91.6197692993634,0.065255,
92.5452215145085,0.064739,
93.4706737296536,0.050522,
94.3961259447987,0.019995,
95.3215781599438,0.041425,
96.2470303750889,0.052889,
97.172482590234,0.0724,
98.097934805379,0.052803,
99.0233870205241,0.029317,
99.9488392356692,0.096481,
100.874291450814,0.046378,
101.799743665959,0.042012,
102.725195881104,0.008406,
103.65064809625,0.034685,
104.576100311395,0.061025,
105.50155252654,0.027114,
106.427004741685,0.086517,
107.35245695683,0.08299,
108.277909171975,0.026442,
109.20336138712,0.087797,
110.128813602265,0.062184,
111.05426581741,0.024683,
111.979718032555,0.074743,
112.9051702477,-0.00846,
113.830622462846,0.073015,
114.756074677991,0.060275,
115.681526893136,0.077687,
116.606979108281,0.048284,
117.532431323426,0.073228,
118.457883538571,0.083514,
119.383335753716,0.057128,
120.308787968861,0.015972,
121.234240184006,0.051237,
122.159692399151,0.079049,
123.085144614296,0.056985,
124.010596829441,0.039227,
124.936049044587,0.041237,
125.861501259732,0.044799,
126.786953474877,0.052987,
127.712405690022,0.074501,
128.637857905167,0.042071,
129.563310120312,0.059785,
130.488762335457,0.048455,
131.414214550602,0.067422,
132.339666765747,0.062585,
133.265118980892,0.050866,
134.190571196037,0.047285,
135.116023411182,0.088775,
136.041475626328,0.053172,
136.966927841473,0.045783,
137.892380056618,0.11719,
