Distance (µm),Ca Ox%,
0,1.034168,
0.925452215145084,1.044493,
1.85090443029017,1.039255,
2.77635664543526,1.054668,
3.70180886058034,1.02266,
4.62726107572543,1.024237,
5.55271329087051,1.027191,
6.47816550601559,1.013434,
7.40361772116068,1.035258,
8.32906993630577,1.066841,
9.25452215145085,1.049699,
10.1799743665959,1.038917,
11.105426581741,1.040177,
12.0308787968861,1.023697,
12.9563310120312,1.037799,
13.8817832271763,1.054295,
14.8072354423214,1.034778,
15.7326876574664,1.050445,
16.6581398726115,1.025345,
17.5835920877566,1.048685,
18.5090443029017,1.027048,
19.4344965180468,1.038664,
20.3599487331919,1.044486,
21.285400948337,1.057575,
22.210853163482,1.033956,
23.1363053786271,1.048768,
24.0617575937722,1.048869,
24.9872098089173,1.042085,
25.9126620240624,1.065544,
26.8381142392075,1.035841,
27.7635664543526,1.048801,
28.6890186694976,1.046162,
29.6144708846427,1.04806,
30.5399230997878,1.048478,
31.4653753149329,1.046533,
32.390827530078,1.043403,
33.3162797452231,1.043262,
34.2417319603681,1.042081,
35.1671841755132,1.019783,
36.0926363906583,1.014012,
37.0180886058034,1.03118,
37.9435408209485,1.031987,
38.8689930360936,1.040314,
39.7944452512387,1.065625,
40.7198974663837,1.063602,
41.6453496815288,1.059143,
42.5708018966739,1.042648,
43.496254111819,1.060034,
44.4217063269641,1.056816,
45.3471585421092,1.042822,
46.2726107572543,1.094738,
47.1980629723994,1.028966,
48.1235151875444,1.055818,
49.0489674026895,1.053369,
49.9744196178346,1.056931,
50.8998718329797,1.036877,
51.8253240481248,1.064213,
52.7507762632699,1.03789,
53.6762284784149,1.038624,
54.60168069356,1.043284,
55.5271329087051,1.071514,
56.4525851238502,1.046019,
57.3780373389953,1.07223,
58.3034895541404,1.0699,
59.2289417692855,1.06432,
60.1543939844305,1.086139,
61.0798461995756,1.081558,
62.0052984147207,1.078702,
62.9307506298658,1.087129,
63.8562028450109,1.078066,
64.781655060156,1.076389,
65.707107275301,1.097635,
66.6325594904461,1.121321,
67.5580117055912,1.106635,
68.4834639207363,1.112429,
69.4089161358814,1.116272,
70.3343683510265,1.233351,
71.2598205661716,1.768315,
72.1852727813167,4.829793,
73.1107249964617,11.94031,
74.0361772116068,18.19212,
74.9616294267519,20.00941,
75.887081641897,20.1411,
76.8125338570421,20.09771,
77.7379860721872,20.01412,
78.6634382873322,20.05771,
79.5888905024773,19.99975,
80.5143427176224,20.0662,
81.4397949327675,20.17399,
82.3652471479126,20.16742,
83.2906993630577,20.18685,
84.2161515782028,20.18137,
85.1416037933478,20.13175,
86.0670560084929,20.13117,
86.992508223638,20.15359,
87.9179604387831,20.01132,
88.8434126539282,20.15632,
89.7688648690732,20.12853,
90.6943170842183,20.20134,
91.6197692993634,20.1469,
92.5452215145085,20.22851,
93.4706737296536,20.18545,
94.3961259447987,20.15811,
95.3215781599438,20.21118,
96.2470303750889,20.33657,
97.172482590234,20.18451,
98.097934805379,20.11293,
99.0233870205241,20.16517,
99.9488392356692,20.21814,
100.874291450814,20.1395,
101.799743665959,20.11495,
102.725195881104,20.19175,
103.65064809625,20.24389,
104.576100311395,20.10562,
105.50155252654,20.13764,
106.427004741685,20.05987,
107.35245695683,20.14082,
108.277909171975,20.07752,
109.20336138712,20.11605,
110.128813602265,20.16111,
111.05426581741,20.14123,
111.979718032555,20.1446,
112.9051702477,20.17348,
113.830622462846,20.06487,
114.756074677991,20.14031,
115.681526893136,20.16352,
116.606979108281,20.10257,
117.532431323426,20.13534,
118.457883538571,20.16443,
119.383335753716,20.20085,
120.308787968861,20.22423,
121.234240184006,20.14754,
122.159692399151,20.20826,
123.085144614296,20.18709,
124.010596829441,20.20704,
124.936049044587,20.10193,
125.861501259732,20.16028,
126.786953474877,20.10275,
127.712405690022,20.19725,
128.637857905167,20.14517,
129.563310120312,20.18739,
130.488762335457,20.11639,
131.414214550602,20.08749,
132.339666765747,20.10388,
133.265118980892,20.19873,
134.190571196037,20.19723,
135.116023411182,20.17593,
136.041475626328,20.18329,
136.966927841473,20.21552,
137.892380056618,20.13422,
