Distance (µm),Mg Ox%,
0,28.15,
0.925452215145084,28.05352,
1.85090443029017,28.06948,
2.77635664543526,28.06581,
3.70180886058034,28.08267,
4.62726107572543,28.16575,
5.55271329087051,28.12602,
6.47816550601559,28.05714,
7.40361772116068,28.04871,
8.32906993630577,27.94254,
9.25452215145085,28.15514,
10.1799743665959,28.13529,
11.105426581741,28.03087,
12.0308787968861,28.09755,
12.9563310120312,28.07269,
13.8817832271763,28.121,
14.8072354423214,28.04262,
15.7326876574664,28.16386,
16.6581398726115,28.14597,
17.5835920877566,27.98714,
18.5090443029017,28.11161,
19.4344965180468,28.17051,
20.3599487331919,28.10851,
21.285400948337,28.04885,
22.210853163482,28.19555,
23.1363053786271,28.06178,
24.0617575937722,28.14207,
24.9872098089173,28.04675,
25.9126620240624,28.1601,
26.8381142392075,28.18376,
27.7635664543526,28.08421,
28.6890186694976,28.19155,
29.6144708846427,28.04191,
30.5399230997878,28.1214,
31.4653753149329,28.16334,
32.390827530078,28.08946,
33.3162797452231,28.0998,
34.2417319603681,28.11064,
35.1671841755132,28.14561,
36.0926363906583,28.19409,
37.0180886058034,28.09712,
37.9435408209485,28.1014,
38.8689930360936,28.14575,
39.7944452512387,28.10936,
40.7198974663837,28.21077,
41.6453496815288,28.08139,
42.5708018966739,28.02462,
43.496254111819,28.14084,
44.4217063269641,28.07221,
45.3471585421092,28.05601,
46.2726107572543,28.1383,
47.1980629723994,27.98654,
48.1235151875444,28.06603,
49.0489674026895,28.18042,
49.9744196178346,28.20743,
50.8998718329797,28.08739,
51.8253240481248,28.10326,
52.7507762632699,28.07154,
53.6762284784149,28.20986,
54.60168069356,28.05504,
55.5271329087051,27.97477,
56.4525851238502,28.11823,
57.3780373389953,28.12368,
58.3034895541404,28.13062,
59.2289417692855,28.15857,
60.1543939844305,27.93938,
61.0798461995756,28.09352,
62.0052984147207,28.07292,
62.9307506298658,27.9633,
63.8562028450109,28.09738,
64.781655060156,28.00325,
65.707107275301,27.99827,
66.6325594904461,28.07381,
67.5580117055912,28.04198,
68.4834639207363,28.04306,
69.4089161358814,28.09877,
70.3343683510265,28.24551,
71.2598205661716,27.81584,
72.1852727813167,23.83082,
73.1107249964617,14.14496,
74.0361772116068,16.52294,
74.9616294267519,14.84357,
75.887081641897,14.54115,
76.8125338570421,14.61192,
77.7379860721872,14.60098,
78.6634382873322,14.60981,
79.5888905024773,14.58258,
80.5143427176224,14.62309,
81.4397949327675,14.56336,
82.3652471479126,14.53358,
83.2906993630577,14.56849,
84.2161515782028,14.4576,
85.1416037933478,14.51338,
86.0670560084929,14.57354,
86.992508223638,14.60584,
87.9179604387831,14.5714,
88.8434126539282,14.48419,
89.7688648690732,14.66135,
90.6943170842183,14.56304,
91.6197692993634,14.6276,
92.5452215145085,14.53939,
93.4706737296536,14.57778,
94.3961259447987,14.60927,
95.3215781599438,14.60047,
96.2470303750889,14.59655,
97.172482590234,14.61284,
98.097934805379,14.49585,
99.0233870205241,14.65925,
99.9488392356692,14.56708,
100.874291450814,14.59198,
101.799743665959,14.64088,
102.725195881104,14.55715,
103.65064809625,14.5477,
104.576100311395,14.53816,
105.50155252654,14.64031,
106.427004741685,14.60142,
107.35245695683,14.57467,
108.277909171975,14.55565,
109.20336138712,14.54568,
110.128813602265,14.61176,
111.05426581741,14.5956,
111.979718032555,14.6197,
112.9051702477,14.65377,
113.830622462846,14.66276,
114.756074677991,14.57033,
115.681526893136,14.61705,
116.606979108281,14.5812,
117.532431323426,14.54785,
118.457883538571,14.46723,
119.383335753716,14.55607,
120.308787968861,14.49345,
121.234240184006,14.59465,
122.159692399151,14.5849,
123.085144614296,14.67508,
124.010596829441,14.54236,
124.936049044587,14.50671,
125.861501259732,14.58991,
126.786953474877,14.55178,
127.712405690022,14.50418,
128.637857905167,14.54632,
129.563310120312,14.53876,
130.488762335457,14.53982,
131.414214550602,14.41975,
132.339666765747,14.3406,
133.265118980892,14.42378,
134.190571196037,14.60157,
135.116023411182,14.62016,
136.041475626328,14.60956,
136.966927841473,14.56343,
137.892380056618,14.58581,
