Distance (µm),Ti Ox%,
0,0.156919,
0.925452215145084,0.18711,
1.85090443029017,0.169769,
2.77635664543526,0.228393,
3.70180886058034,0.204823,
4.62726107572543,0.165045,
5.55271329087051,0.184427,
6.47816550601559,0.176902,
7.40361772116068,0.153112,
8.32906993630577,0.156315,
9.25452215145085,0.16426,
10.1799743665959,0.185247,
11.105426581741,0.171601,
12.0308787968861,0.165503,
12.9563310120312,0.162698,
13.8817832271763,0.164317,
14.8072354423214,0.151361,
15.7326876574664,0.155598,
16.6581398726115,0.172667,
17.5835920877566,0.183152,
18.5090443029017,0.165127,
19.4344965180468,0.196359,
20.3599487331919,0.173395,
21.285400948337,0.173265,
22.210853163482,0.186775,
23.1363053786271,0.144268,
24.0617575937722,0.193412,
24.9872098089173,0.159801,
25.9126620240624,0.15735,
26.8381142392075,0.167008,
27.7635664543526,0.170522,
28.6890186694976,0.201867,
29.6144708846427,0.198088,
30.5399230997878,0.185183,
31.4653753149329,0.181158,
32.390827530078,0.188259,
33.3162797452231,0.182273,
34.2417319603681,0.200604,
35.1671841755132,0.163972,
36.0926363906583,0.20555,
37.0180886058034,0.175118,
37.9435408209485,0.195676,
38.8689930360936,0.181381,
39.7944452512387,0.154482,
40.7198974663837,0.178701,
41.6453496815288,0.165798,
42.5708018966739,0.127946,
43.496254111819,0.178128,
44.4217063269641,0.180245,
45.3471585421092,0.171021,
46.2726107572543,0.188477,
47.1980629723994,0.181958,
48.1235151875444,0.14807,
49.0489674026895,0.173061,
49.9744196178346,0.157488,
50.8998718329797,0.182425,
51.8253240481248,0.156383,
52.7507762632699,0.189641,
53.6762284784149,0.212615,
54.60168069356,0.154051,
55.5271329087051,0.149278,
56.4525851238502,0.201406,
57.3780373389953,0.166547,
58.3034895541404,0.18513,
59.2289417692855,0.157928,
60.1543939844305,0.18569,
61.0798461995756,0.198249,
62.0052984147207,0.143296,
62.9307506298658,0.176619,
63.8562028450109,0.162999,
64.781655060156,0.180677,
65.707107275301,0.167038,
66.6325594904461,0.189628,
67.5580117055912,0.138349,
68.4834639207363,0.196554,
69.4089161358814,0.217764,
70.3343683510265,0.205775,
71.2598205661716,0.202813,
72.1852727813167,0.255875,
73.1107249964617,0.544316,
74.0361772116068,0.603526,
74.9616294267519,0.672601,
75.887081641897,0.682802,
76.8125338570421,0.620608,
77.7379860721872,0.670651,
78.6634382873322,0.663792,
79.5888905024773,0.661382,
80.5143427176224,0.661704,
81.4397949327675,0.662803,
82.3652471479126,0.661231,
83.2906993630577,0.67196,
84.2161515782028,0.68513,
85.1416037933478,0.617322,
86.0670560084929,0.706385,
86.992508223638,0.696813,
87.9179604387831,0.645076,
88.8434126539282,0.635075,
89.7688648690732,0.674238,
90.6943170842183,0.635415,
91.6197692993634,0.705384,
92.5452215145085,0.663207,
93.4706737296536,0.676876,
94.3961259447987,0.645376,
95.3215781599438,0.658851,
96.2470303750889,0.682063,
97.172482590234,0.657126,
98.097934805379,0.67371,
99.0233870205241,0.665102,
99.9488392356692,0.679868,
100.874291450814,0.687191,
101.799743665959,0.681971,
102.725195881104,0.667768,
103.65064809625,0.659324,
104.576100311395,0.685303,
105.50155252654,0.671676,
106.427004741685,0.674603,
107.35245695683,0.666823,
108.277909171975,0.612022,
109.20336138712,0.670807,
110.128813602265,0.667413,
111.05426581741,0.647379,
111.979718032555,0.650262,
112.9051702477,0.664429,
113.830622462846,0.668259,
114.756074677991,0.659032,
115.681526893136,0.652525,
116.606979108281,0.630245,
117.532431323426,0.650542,
118.457883538571,0.69909,
119.383335753716,0.648127,
120.308787968861,0.657329,
121.234240184006,0.64911,
122.159692399151,0.614995,
123.085144614296,0.671617,
124.010596829441,0.634522,
124.936049044587,0.655545,
125.861501259732,0.661993,
126.786953474877,0.675847,
127.712405690022,0.672521,
128.637857905167,0.66224,
129.563310120312,0.662485,
130.488762335457,0.688768,
131.414214550602,0.659624,
132.339666765747,0.687179,
133.265118980892,0.628187,
134.190571196037,0.664154,
135.116023411182,0.633862,
136.041475626328,0.660282,
136.966927841473,0.679249,
137.892380056618,0.658068,
