Distance (µm),Fe Ox%,
0,12.26277,
0.925452215145084,12.19105,
1.85090443029017,12.28387,
2.77635664543526,12.21663,
3.70180886058034,12.3027,
4.62726107572543,12.33202,
5.55271329087051,12.28253,
6.47816550601559,12.26135,
7.40361772116068,12.12673,
8.32906993630577,12.22263,
9.25452215145085,12.21533,
10.1799743665959,12.23352,
11.105426581741,12.29475,
12.0308787968861,12.31299,
12.9563310120312,12.16995,
13.8817832271763,12.3043,
14.8072354423214,12.24747,
15.7326876574664,12.1847,
16.6581398726115,12.16078,
17.5835920877566,12.29337,
18.5090443029017,12.28091,
19.4344965180468,12.29996,
20.3599487331919,12.26436,
21.285400948337,12.27439,
22.210853163482,12.252,
23.1363053786271,12.38959,
24.0617575937722,12.21514,
24.9872098089173,12.32296,
25.9126620240624,12.27391,
26.8381142392075,12.3117,
27.7635664543526,12.21438,
28.6890186694976,12.26332,
29.6144708846427,12.23379,
30.5399230997878,12.24104,
31.4653753149329,12.30382,
32.390827530078,12.30503,
33.3162797452231,12.28837,
34.2417319603681,12.23887,
35.1671841755132,12.25807,
36.0926363906583,12.18794,
37.0180886058034,12.19884,
37.9435408209485,12.20687,
38.8689930360936,12.20465,
39.7944452512387,12.2102,
40.7198974663837,12.27503,
41.6453496815288,12.26383,
42.5708018966739,12.22659,
43.496254111819,12.28259,
44.4217063269641,12.21137,
45.3471585421092,12.21706,
46.2726107572543,12.34522,
47.1980629723994,12.24214,
48.1235151875444,12.25056,
49.0489674026895,12.21786,
49.9744196178346,12.20362,
50.8998718329797,12.13688,
51.8253240481248,12.2145,
52.7507762632699,12.25614,
53.6762284784149,12.27157,
54.60168069356,12.17658,
55.5271329087051,12.19661,
56.4525851238502,12.27657,
57.3780373389953,12.22869,
58.3034895541404,12.20966,
59.2289417692855,12.2497,
60.1543939844305,12.15988,
61.0798461995756,12.14125,
62.0052984147207,12.23963,
62.9307506298658,12.09558,
63.8562028450109,12.21011,
64.781655060156,12.15187,
65.707107275301,12.20004,
66.6325594904461,12.23051,
67.5580117055912,12.18885,
68.4834639207363,12.19054,
69.4089161358814,12.24893,
70.3343683510265,12.22194,
71.2598205661716,11.78865,
72.1852727813167,9.348575,
73.1107249964617,8.644843,
74.0361772116068,6.686856,
74.9616294267519,6.138561,
75.887081641897,6.072396,
76.8125338570421,6.063415,
77.7379860721872,6.089168,
78.6634382873322,5.996269,
79.5888905024773,6.033015,
80.5143427176224,6.005821,
81.4397949327675,6.086021,
82.3652471479126,6.009284,
83.2906993630577,5.975562,
84.2161515782028,5.906548,
85.1416037933478,5.951789,
86.0670560084929,5.982783,
86.992508223638,5.935872,
87.9179604387831,6.029355,
88.8434126539282,5.973888,
89.7688648690732,6.014779,
90.6943170842183,5.956982,
91.6197692993634,5.981923,
92.5452215145085,6.007332,
93.4706737296536,5.969944,
94.3961259447987,6.017304,
95.3215781599438,5.94789,
96.2470303750889,5.93937,
97.172482590234,5.950629,
98.097934805379,5.948359,
99.0233870205241,5.871984,
99.9488392356692,5.923245,
100.874291450814,5.912491,
101.799743665959,5.990829,
102.725195881104,5.915565,
103.65064809625,5.956661,
104.576100311395,5.953586,
105.50155252654,5.860759,
106.427004741685,5.860255,
107.35245695683,5.912173,
108.277909171975,5.92654,
109.20336138712,5.977769,
110.128813602265,5.883763,
111.05426581741,5.859425,
111.979718032555,5.944201,
112.9051702477,5.958184,
113.830622462846,5.92035,
114.756074677991,5.900968,
115.681526893136,5.814659,
116.606979108281,6.195905,
117.532431323426,5.975266,
118.457883538571,5.872626,
119.383335753716,5.895024,
120.308787968861,5.919502,
121.234240184006,5.840261,
122.159692399151,5.901656,
123.085144614296,5.969623,
124.010596829441,5.933708,
124.936049044587,5.935776,
125.861501259732,5.948948,
126.786953474877,5.854392,
127.712405690022,5.865568,
128.637857905167,5.995779,
129.563310120312,5.862663,
130.488762335457,5.89637,
131.414214550602,5.839584,
132.339666765747,5.884161,
133.265118980892,5.88332,
134.190571196037,5.929688,
135.116023411182,5.937191,
136.041475626328,5.891188,
136.966927841473,5.866926,
137.892380056618,5.934956,
