Distance (µm),Al Ox%,
0,5.77494,
0.925452215145084,5.846132,
1.85090443029017,5.836987,
2.77635664543526,5.780002,
3.70180886058034,5.812358,
4.62726107572543,5.850356,
5.55271329087051,5.754976,
6.47816550601559,5.808136,
7.40361772116068,5.81741,
8.32906993630577,5.851702,
9.25452215145085,5.808931,
10.1799743665959,5.912002,
11.105426581741,5.823339,
12.0308787968861,5.860631,
12.9563310120312,5.847205,
13.8817832271763,5.874095,
14.8072354423214,5.937809,
15.7326876574664,5.737894,
16.6581398726115,5.793641,
17.5835920877566,5.740983,
18.5090443029017,5.884096,
19.4344965180468,5.863356,
20.3599487331919,5.889407,
21.285400948337,5.839174,
22.210853163482,5.839051,
23.1363053786271,5.757205,
24.0617575937722,5.81791,
24.9872098089173,5.990959,
25.9126620240624,5.784528,
26.8381142392075,5.899162,
27.7635664543526,5.838686,
28.6890186694976,5.862515,
29.6144708846427,5.873858,
30.5399230997878,5.85541,
31.4653753149329,5.939394,
32.390827530078,5.877353,
33.3162797452231,5.808375,
34.2417319603681,5.838678,
35.1671841755132,5.885058,
36.0926363906583,5.892121,
37.0180886058034,5.840434,
37.9435408209485,5.853656,
38.8689930360936,5.942748,
39.7944452512387,5.87411,
40.7198974663837,5.845098,
41.6453496815288,5.889938,
42.5708018966739,5.934753,
43.496254111819,5.916312,
44.4217063269641,5.928465,
45.3471585421092,5.876748,
46.2726107572543,5.924358,
47.1980629723994,5.956633,
48.1235151875444,5.80188,
49.0489674026895,5.891889,
49.9744196178346,5.944445,
50.8998718329797,5.903442,
51.8253240481248,5.886196,
52.7507762632699,5.918171,
53.6762284784149,5.908714,
54.60168069356,5.956392,
55.5271329087051,5.94545,
56.4525851238502,5.899781,
57.3780373389953,5.822776,
58.3034895541404,5.877142,
59.2289417692855,6.00897,
60.1543939844305,6.083682,
61.0798461995756,5.99608,
62.0052984147207,5.958068,
62.9307506298658,5.94686,
63.8562028450109,5.960701,
64.781655060156,5.90459,
65.707107275301,5.939019,
66.6325594904461,5.915843,
67.5580117055912,5.863463,
68.4834639207363,5.943347,
69.4089161358814,5.96733,
70.3343683510265,6.122408,
71.2598205661716,6.667557,
72.1852727813167,7.700237,
73.1107249964617,9.459105,
74.0361772116068,8.587832,
74.9616294267519,8.020566,
75.887081641897,7.785955,
76.8125338570421,7.813885,
77.7379860721872,7.845455,
78.6634382873322,7.728539,
79.5888905024773,7.692984,
80.5143427176224,7.719088,
81.4397949327675,7.772229,
82.3652471479126,7.776573,
83.2906993630577,7.740177,
84.2161515782028,7.613769,
85.1416037933478,7.726974,
86.0670560084929,7.759982,
86.992508223638,7.772501,
87.9179604387831,7.716217,
88.8434126539282,7.835979,
89.7688648690732,7.710677,
90.6943170842183,7.660104,
91.6197692993634,7.746397,
92.5452215145085,7.777893,
93.4706737296536,7.668988,
94.3961259447987,7.760173,
95.3215781599438,7.716458,
96.2470303750889,7.695851,
97.172482590234,7.695184,
98.097934805379,7.73239,
99.0233870205241,7.665768,
99.9488392356692,7.686354,
100.874291450814,7.728896,
101.799743665959,7.726542,
102.725195881104,7.678944,
103.65064809625,7.649689,
104.576100311395,7.766517,
105.50155252654,7.639738,
106.427004741685,7.645856,
107.35245695683,7.681129,
108.277909171975,7.685425,
109.20336138712,7.671163,
110.128813602265,7.649417,
111.05426581741,7.696493,
111.979718032555,7.708419,
112.9051702477,7.664021,
113.830622462846,7.668164,
114.756074677991,7.674015,
115.681526893136,7.642922,
116.606979108281,7.731391,
117.532431323426,7.639853,
118.457883538571,7.751307,
119.383335753716,7.745031,
120.308787968861,7.725807,
121.234240184006,7.617507,
122.159692399151,7.69314,
123.085144614296,7.719838,
124.010596829441,7.6905,
124.936049044587,7.649805,
125.861501259732,7.679942,
126.786953474877,7.574601,
127.712405690022,7.606916,
128.637857905167,7.693469,
129.563310120312,7.640843,
130.488762335457,7.674652,
131.414214550602,7.585535,
132.339666765747,7.641723,
133.265118980892,7.644985,
134.190571196037,7.602209,
135.116023411182,7.676819,
136.041475626328,7.669179,
136.966927841473,7.732215,
137.892380056618,7.688023,
