Distance (µm),Na Ox%,
0,0.041821,
0.925452215145084,0.062005,
1.85090443029017,0.078419,
2.77635664543526,0.041797,
3.70180886058034,0.066664,
4.62726107572543,0.084891,
5.55271329087051,0.036882,
6.47816550601559,0.033669,
7.40361772116068,0.055911,
8.32906993630577,0.03812,
9.25452215145085,0.059368,
10.1799743665959,0.041445,
11.105426581741,0.036697,
12.0308787968861,0.0242,
12.9563310120312,0.104534,
13.8817832271763,0.035281,
14.8072354423214,0.087812,
15.7326876574664,0.061614,
16.6581398726115,0.061134,
17.5835920877566,0.09153,
18.5090443029017,0.083083,
19.4344965180468,0.059526,
20.3599487331919,0.066059,
21.285400948337,0.047246,
22.210853163482,0.06153,
23.1363053786271,0.073362,
24.0617575937722,0.105522,
24.9872098089173,0.068587,
25.9126620240624,0.050058,
26.8381142392075,0.074553,
27.7635664543526,0.053323,
28.6890186694976,0.053849,
29.6144708846427,0.053469,
30.5399230997878,0.066659,
31.4653753149329,0.039845,
32.390827530078,0.079837,
33.3162797452231,0.079745,
34.2417319603681,0.061865,
35.1671841755132,0.080419,
36.0926363906583,0.091124,
37.0180886058034,0.092985,
37.9435408209485,0.030927,
38.8689930360936,0.058493,
39.7944452512387,0.067859,
40.7198974663837,0.085086,
41.6453496815288,0.074351,
42.5708018966739,0.066132,
43.496254111819,0.049023,
44.4217063269641,0.052403,
45.3471585421092,0.055492,
46.2726107572543,0.065262,
47.1980629723994,0.072601,
48.1235151875444,0.029631,
49.0489674026895,0.098478,
49.9744196178346,0.040141,
50.8998718329797,0.017213,
51.8253240481248,0.058569,
52.7507762632699,0.029116,
53.6762284784149,0.087238,
54.60168069356,0.091451,
55.5271329087051,0.053151,
56.4525851238502,0.078871,
57.3780373389953,0.078115,
58.3034895541404,0.054948,
59.2289417692855,0.020969,
60.1543939844305,0.06495,
61.0798461995756,0.084574,
62.0052984147207,0.038422,
62.9307506298658,0.033446,
63.8562028450109,0.061425,
64.781655060156,0.052635,
65.707107275301,0.040445,
66.6325594904461,0.088107,
67.5580117055912,0.02535,
68.4834639207363,0.064308,
69.4089161358814,0.034627,
70.3343683510265,0.050558,
71.2598205661716,0.074257,
72.1852727813167,0.089463,
73.1107249964617,0.196149,
74.0361772116068,0.452645,
74.9616294267519,0.72314,
75.887081641897,0.805846,
76.8125338570421,0.783815,
77.7379860721872,0.80468,
78.6634382873322,0.776265,
79.5888905024773,0.801476,
80.5143427176224,0.779315,
81.4397949327675,0.807903,
82.3652471479126,0.78357,
83.2906993630577,0.782383,
84.2161515782028,0.784805,
85.1416037933478,0.788994,
86.0670560084929,0.779963,
86.992508223638,0.773295,
87.9179604387831,0.780796,
88.8434126539282,0.799202,
89.7688648690732,0.787509,
90.6943170842183,0.794898,
91.6197692993634,0.805887,
92.5452215145085,0.786191,
93.4706737296536,0.777781,
94.3961259447987,0.78158,
95.3215781599438,0.781922,
96.2470303750889,0.79625,
97.172482590234,0.783066,
98.097934805379,0.801392,
99.0233870205241,0.792172,
99.9488392356692,0.775386,
100.874291450814,0.765458,
101.799743665959,0.820384,
102.725195881104,0.799835,
103.65064809625,0.782856,
104.576100311395,0.749911,
105.50155252654,0.777263,
106.427004741685,0.80132,
107.35245695683,0.796422,
108.277909171975,0.821631,
109.20336138712,0.780756,
110.128813602265,0.776265,
111.05426581741,0.77993,
111.979718032555,0.808609,
112.9051702477,0.827308,
113.830622462846,0.783802,
114.756074677991,0.769925,
115.681526893136,0.784919,
116.606979108281,0.739978,
117.532431323426,0.76882,
118.457883538571,0.788114,
119.383335753716,0.807795,
120.308787968861,0.804122,
121.234240184006,0.803681,
122.159692399151,0.790248,
123.085144614296,0.835831,
124.010596829441,0.780446,
124.936049044587,0.840292,
125.861501259732,0.742845,
126.786953474877,0.79895,
127.712405690022,0.757144,
128.637857905167,0.8063,
129.563310120312,0.776961,
130.488762335457,0.788171,
131.414214550602,0.757279,
132.339666765747,0.765495,
133.265118980892,0.770053,
134.190571196037,0.755764,
135.116023411182,0.757497,
136.041475626328,0.786254,
136.966927841473,0.782661,
137.892380056618,0.747566,
